HARAPPA

4683	210001		U
20001		U
4684	210002	E
20002		U
4685	210001	U
20009		%
4686	210001	U
20002		U
4687	210001	U
20009		%
4689	210001	U
20001		U
4690	210001	E
24490		U
4691	210001	B
20001		U
4692	210001	E
20002		U
4693	100101	A
4694	100111	U
21		U
4695	100001	U
4696	100001	U
4697	103509	U
4698	100001	U
4699	100001	U
4700	310001	U
20002		U
4701	210002	U
20190		U
4702	210001	E
20001		U

127
