internal_id,sign_id,numbering_system,description,parpola_id,wells_ids,mahadevan_ids,parpola_allographs,icit_function,corpus_freq,start_rate,end_rate,internal_rate,in_corpus,n_feature_dims
97cf0b52-8b86-5c0b-8e65-c6c266b2901d,P340,parpola_1982,"Upside down U, with a small 'H' within",P340,,M316,V083,,0,0,0,0,False,0
02ae6ba8-89fc-584d-930f-8323f27e593d,P341,parpola_1982,"Four rounded lines going upward, curving into each other at top, with a caret hat above all, and two diagonal strokes across the four lines",P341,W932,M318,V089,,2,1.0,0.0,0.0,True,1
064a1618-9611-5650-826a-62c6dd2c4d3f,P342,parpola_1982,"A left and right paren connected only at the top, with the left paren swooping upward into the center from the bottom",P342,W165,M319,V165|V726,,21,0.2381,0.2857,0.4762,True,0
932ee80d-66bd-5b6b-9f33-3bfa1067b0b4,P343,parpola_1982,"A left and right paren connected only at the top, with the left paren swooping upward into the center from the bottom. Small diagonal coming off top-right",P343,W166,M320,V471,,0,0,0,0,False,0
0af3ae66-ae04-546f-9618-acb1d5ff4a57,P344,parpola_1982,The 'headphones' motif. Upside down U with small cirles on each end,P344,W167,M321,V239,,0,0,0,0,False,1
61e3c89e-4251-5729-b5e3-549832eacca6,P345,parpola_1982,The 'headphones' motif. Upside down U with small cirles on each end. Tall 'Y' inscribed and attached inside,P345,W168,M322,V286,,0,0,0,0,False,1
5d5649b3-fec6-5896-9a5c-9f11289c6ebe,P346,parpola_1982,Capital 'T' with a small leaf oriented vertically attached to both sides of the top bar,P346,W171,M409,V192|V785,,20,0.0,0.65,0.35,True,0
a4ac658d-967a-5f7b-a68e-ff06b94afd2b,P347,parpola_1982,"Two leaves horizontally adjacent, with a small horizontal line connecting them",P347,W169,M408,V581,,0,0,0,0,False,0
f4a63c93-90f0-5242-9da5-cf17e59af958,P348,parpola_1982,"Two leaves horizontally adjacent, with a small horizontal line connecting them. Caged by two inward sloping vertical lines",P348,W170,M409,V737,,0,0,0,0,False,0
76150973-1d5e-5e08-91fe-9321291ca3f4,P349,parpola_1982,"Two vertical leaves, slightly overlapping",P349,W840,M403,V169|V533,,91,0.022,0.2088,0.7692,True,0
05df511d-244e-555f-8b9d-7d3ec0fa22b8,P350,parpola_1982,"Two overlapping leaves, bracketed by two small stacked vertical lines on each side",P350,,M404,V506,,1,0.0,0.0,1.0,True,1
c8ad3bad-3361-5b7c-b5e3-a6c5b0cf1148,P351,parpola_1982,"Two vertical leaves, slightly overlapping. Small tree motif coming from right hand side",P351,W841,M405,V496,,0,0,0,0,False,1
29901668-92b2-5310-8e1c-7d073fbf6bea,P352,parpola_1982,"Two overlapping leaves with diagonal hatches across the three midsections, possibly with a cage of small vertical strokes",P352,W845,M407,V170|V309,,2,0.0,0.0,1.0,True,2
66c95c2f-29eb-55be-9751-e08984dfabac,P353,parpola_1982,"Three stacked leaves, possibly with vertical stroke through the center",P353,W215|W216,M415|M417,V196|V296|V694,,9,0.4444,0.3333,0.2222,True,1
9c7c1296-1121-5d06-b428-ad5c20cd2c05,P354,parpola_1982,Three stacked leaves. Caged by two tall vertical strokes,P354,W217,M416,V709,,0,0,0,0,False,0
cb6f7797-71f1-5783-b4bb-d511effd00d8,P355,parpola_1982,"Simple leaf or diamond, possibly rotated 45 degrees",P355,W790|W850,M261|M373|M374,V381|V098|V111|V157|V387|V415|V684,,63,0.1746,0.3016,0.5238,True,2
b0d1ede0-e1ae-5354-a9e0-60cd05c1cb0e,P356,parpola_1982,"Simple leaf or diamond, possibly rotated 45 degrees. Small tree of right hand side",P356,W860,M262,V175,,0,0,0,0,False,1
aa0cb2b9-589b-5899-945c-b28be85f076a,P357,parpola_1982,"Simple leaf, two small inverted carets off right, diagonal with orthogonal upware strokes on left",P357,,,V734,,0,0,0,0,False,0
8cddd3c5-5ea7-5835-8aa8-0ea90e0e93dc,P358,parpola_1982,Leaf with small strokes coming out diagonally on all four diagonals,P358,,,V176,,11,0.0,0.1818,0.8182,True,0
01098276-c0e4-5344-8a50-2d3aaa4fcdf0,P359,parpola_1982,Diamond with two perpendiculars coming off each edge (see similarity with P260),P359,W853,M264,V115,,12,0.0,0.9167,0.0833,True,0
55824475-55d3-5d36-8542-1d25d0303356,P360,parpola_1982,"Leaf on vertical line, with sun rays coming out from the top",P360,W373,M399,V377,,3,0.0,0.6667,0.3333,True,2
1a941cda-308b-5e83-b213-9cfc28398e08,P361,parpola_1982,Diamond with diagonal line crossing lower right edge,P361,W851,M263,V118,,0,0,0,0,False,0
9a4d3fa4-8308-5dd7-8568-18f003dc98f3,P362,parpola_1982,Diamond with small flag coming from bottom,P362,W859,,V525,,0,0,0,0,False,0
1d5d673a-6474-51d1-ad61-5a9da806a831,P363,parpola_1982,Diamond with two horizontally adjacent boxes on a short vertical stick inside near bottom,P363,W858,M266,V112,,0,0,0,0,False,0
a5d82fd2-e391-5474-bc72-569b62fdd94f,P364,parpola_1982,Leaf with tree at bottom,P364,W803|W805|W806,M387,V161|V537,,222,0.0045,0.4099,0.5856,True,2
a4f2979a-69d4-5b00-ae8c-3672ba97b402,P365,parpola_1982,"Leaf with tree at bottom, caged by four small vertical strokes",P365,W804|W807,M388|M390,V540|V255,,0,0,0,0,False,2
5a7c70b4-7af3-5e31-90b0-689ed7b2f4a4,P366,parpola_1982,Leaf with small vertical stroke inside,P366,W832,M375,V158|V431,,1,1.0,0.0,0.0,True,0
fe43cee6-ad67-564f-a1bc-feb4d725d528,P367,parpola_1982,"Leaf with small vertical stroke inside, small tooth coming off top right",P367,W834,M376,V200|V727,,0,0,0,0,False,0
8af60c13-bb9c-5201-8f64-0f902dfef4ba,P368,parpola_1982,Leaf with small dot inside,P368,W808|W809|W810,,V159|V691,,2,0.0,0.5,0.5,True,1
3b8b782a-17c6-5cec-9753-b0ad1f5ccde8,P369,parpola_1982,Leaf with small square hatched decoration inside,P369,W812|W813|W814,M381,V160|V700,,13,0.0769,0.0,0.9231,True,1
65fc62de-2f38-59ea-be88-4e57edc3fc16,P370,parpola_1982,"Leaf with small square hatched decoration inside, small tooth off top right",P370,,,V671,,0,0,0,0,False,1
eb3a72c2-4bc7-50e1-a704-507a513a02c1,P371,parpola_1982,"Leaf with small square hatched decoration inside, pitchfork head inside",P371,W815|W816,M383,V251,,0,0,0,0,False,3
15127150-71ff-5c8a-86e1-6a6dc750dbfa,P372,parpola_1982,Leaf with diagonal-stroke central decoration,P372,W831|W833,M379,V116|V257,,1,0.0,0.0,1.0,True,1
68c35904-48fa-5c16-901a-d5915d9b7a76,P373,parpola_1982,"Leaf with tooth off top-right, and tooth off bottom-left",P373,,,V804,,0,0,0,0,False,0
9fe98bc6-5ba7-5faf-a0ad-8ac4e202d310,P374,parpola_1982,Leaf with stretched diamond overlapping from top right to top bottom,P374,,,V805,,0,0,0,0,False,0
ce13d5e2-271c-502b-b042-eb93f639f4fb,P375,parpola_1982,Leaf. Diamond in center with vertical strokes out each edge to edge of leaf. Vertical lines similarly from top and bottom vertices,P375,W823,M384,V301,,0,0,0,0,False,0
1e61310a-9d90-5e82-aa95-b67d0fa72998,P376,parpola_1982,Leaf with diagonal overlapping cross hatching throughout,P376,W825,M380,V297,,0,0,0,0,False,0
7495aa35-da63-5a8a-9c5e-833904325507,P377,parpola_1982,Circle with plus sign fully inscribed,P377,W818,,V587,,0,0,0,0,False,0
375d3465-5b07-53b3-876b-9a3dede77758,P378,parpola_1982,Wheel with 6 spokes with even angles,P378,W820,M391,V163|V254,ITM,174,0.0805,0.7529,0.1667,True,1
db0ba2e3-b236-5974-a239-046a2b0e11cf,P379,parpola_1982,"Wheel with 6 spokes with even angles, two tall vertical strokes on left, all caged by four small vertical strokes",P379,,M392,V569|V338,,1,1.0,0.0,0.0,True,0
35e04214-4d75-5a53-91a5-4371b7c89484,P380,parpola_1982,"2x2 grid, each cell has a small vertical stroke",P380,W626,M247,V063|V284,,0,0,0,0,False,0
0b38b26d-c7b2-5198-9ecd-711385f8f207,P381,parpola_1982,"Diamond with gridding, each grid cell has a small stroke in it",P381,W879,,V113,,4,0.0,0.0,1.0,True,0
dacf6d1d-b37b-5750-899b-0db54b4d12d0,P382,parpola_1982,Diamond with four small diamonds at each vertex,P382,W877,M284,V164|V556,,15,0.0,0.4,0.6,True,0
1e79ead4-973e-5d88-ae2f-42c1e755dd82,P383,parpola_1982,"Diamond with four small diamonds at each vertex, caged by four small vertical strokes",P383,W878,M285,V584|V788,,0,0,0,0,False,0
21359369-503f-5583-89ec-b3d02ae254e4,P384,parpola_1982,"Diamond with four small diamonds at each vertex, and a wagon wheel in the center",P384,W880,M286,V114|V797,,10,0.1,0.6,0.3,True,0
174a6d2e-7547-5f0a-8605-ca1d1f54ceda,P385,parpola_1982,Diamond or leaf shape with a small diamond attached to the top,P385,W817|W861,M267,V162|V420|V421|V510,ITM,349,0.0372,0.7851,0.1777,True,1
08b9cfdb-46f2-592d-9d58-1d39e320901e,P386,parpola_1982,"Diamond or leaf shape directly above another, with small diamonds inside each at the center",P386,W202,M268,V352,,5,0.0,0.0,1.0,True,1
8a9032ee-80b0-5a8f-885c-fe8183e7a7b5,P387,parpola_1982,"Diamond with a small diamond attached to the top, two orthogonal strokes going through bottom left edge",P387,,M276,V433,,0,0,0,0,False,0
c86cbca4-f060-53bb-8dec-f5481966b97c,P388,parpola_1982,"Diamond with a small diamond attached to the top, lower left edge has a doubling parallel line inside the diamond",P388,W868,M275,V430|V802,,0,0,0,0,False,0
263ba0c0-5f6b-5794-9590-645778d69ce7,P389,parpola_1982,Diamond with several lines coming from top outward in a sunburst,P389,W865,M272,V363|V227,,0,0,0,0,False,1
7e1e35a6-42ae-56ff-837a-253a755c2c19,P390,parpola_1982,"Diamond with small diamond at top (and maybe even smaller diamond on right), small diamond at top has decoration off the bottom",P390,W869|W871,M277|M279|M280|M282|M283,V418,,3,0.6667,0.0,0.3333,True,2
e1d850b1-dac8-50bd-8f74-6592e6120c05,P391,parpola_1982,"Diamond with small diamond at top (and maybe even smaller diamond on right), small diamond at top has decoration off the bottom, all caged by four small vertical strokes",P391,W870,M278,V487,,0,0,0,0,False,2
6f4dd655-dab7-589d-8d44-2fc6f5c814ea,P392,parpola_1982,"Diamond with small diamond in top vertex, bird foot or tree coming off top left edge",P392,W863,M270,V677,,0,0,0,0,False,1
8f0f3363-e77b-5124-9213-dfd44a771b5e,P393,parpola_1982,"Diamond with small diamond in top vertex, multiple trees off top right edge",P393,W864,M271,V351,,2,0.0,1.0,0.0,True,1
cf068bc2-bcec-58ef-91de-0c9143897baa,P394,parpola_1982,"Diamond with small diamond in top vertex, jar handles or trees coming from top vertex, one on each side",P394,,M274,V468|V409,,0,0,0,0,False,1
67472dc7-850e-55ca-9224-6834d133a749,P395,parpola_1982,"Diamond with small diamond in top vertex, rakes coming from top vertex, one on each side",P395,,M273,V406,,0,0,0,0,False,1
129b1517-a82b-5540-993b-f649e6203ba6,P396,parpola_1982,"Square with small square inside top left vertex, 9 slanted vertical strokes in a 3x3 pattern inside",P396,W628,M236,V753,,0,0,0,0,False,1
08b3ee0b-df61-523b-a47c-0456211fcd71,Yunmapped_0000,yajnadevam_glyphid,,,,,,,145,0.1241,0.2483,0.6276,True,0
8f1a0f1a-1d6b-51ee-b6b1-213bc6d3c08c,Yunmapped_0920,yajnadevam_glyphid,,,,,,,114,0.0263,0.5877,0.386,True,0
6c62c703-9ffc-5588-a05f-21d7abef1851,Yunmapped_0798,yajnadevam_glyphid,,,,,,,99,0.0101,0.2525,0.7374,True,0
492f27a4-4ad0-585a-ac1f-72b464f8e9d1,Yunmapped_0690,yajnadevam_glyphid,,,,,,,69,0.058,0.1159,0.8261,True,0
82c4bf89-7305-5ae2-b23f-92fbea90b1c1,Yunmapped_0615,yajnadevam_glyphid,,,,,,,55,0.0182,0.0909,0.8909,True,0
c49d1e89-acc7-596f-a6d6-eb5e38c27598,Yunmapped_0892,yajnadevam_glyphid,,,,,,,50,0.36,0.16,0.48,True,0
95d83994-38f3-587c-8c69-1e2a653c88de,Yunmapped_0845,yajnadevam_glyphid,,,,,,,40,0.0,0.0,1.0,True,0
517251c6-e435-59bc-90b9-4ba1161503a6,Yunmapped_0501,yajnadevam_glyphid,,,,,,,31,0.0,0.9355,0.0645,True,0
2677cb5e-4126-518d-9b25-acf2544c5588,Yunmapped_0158,yajnadevam_glyphid,,,,,,,27,0.4444,0.037,0.5185,True,0
98412e1f-cf9d-559a-94ed-613bd4b76db7,Yunmapped_0335,yajnadevam_glyphid,,,,,,,24,0.0417,0.0417,0.9167,True,0
03e6c028-7aed-50d6-8b18-c06b85eb61b2,Yunmapped_0482,yajnadevam_glyphid,,,,,,,23,0.087,0.087,0.8261,True,0
1f783920-0f8f-5d2b-bdd6-c97ab4d30f78,Yunmapped_0236,yajnadevam_glyphid,,,,,,,21,0.381,0.1429,0.4762,True,0
74495aaf-b36a-5668-9bde-4e72129acc8d,Yunmapped_0636,yajnadevam_glyphid,,,,,,,19,0.0,0.0,1.0,True,0
7264b396-b680-504b-8c8b-60ad10e9ad9a,Yunmapped_0384,yajnadevam_glyphid,,,,,,,19,0.0526,0.1579,0.7895,True,0
cc55da85-0816-5d02-9b96-2eee2b99ec5c,Yunmapped_0832,yajnadevam_glyphid,,,,,,,19,0.2632,0.2105,0.5263,True,0
d43b7907-43a7-548a-a233-c2b6b69052ad,Yunmapped_0034,yajnadevam_glyphid,,,,,,,18,0.1667,0.6667,0.1667,True,0
5f40572a-9066-541a-84b9-6ee0532386cb,Yunmapped_0091,yajnadevam_glyphid,,,,,,,17,0.0,0.9412,0.0588,True,0
bc27f443-3c27-50b2-a1db-1aded2264158,Yunmapped_0495,yajnadevam_glyphid,,,,,,,16,0.0,0.5,0.5,True,0
71f581f9-c2d1-59b1-9e24-9a91ee662127,Yunmapped_0097,yajnadevam_glyphid,,,,,,,16,0.0,0.375,0.625,True,0
d456e8a8-5946-5bb4-99e0-aeb62e644426,Yunmapped_0480,yajnadevam_glyphid,,,,,,,15,0.0667,0.2,0.7333,True,0
d5d2fc4b-14e7-5aff-a7ca-ec4f9018b3ba,Yunmapped_0436,yajnadevam_glyphid,,,,,,,14,0.0714,0.0,0.9286,True,0
b3778eb8-2844-55d5-83fa-1424e4a35c60,Yunmapped_0137,yajnadevam_glyphid,,,,,,,14,0.2857,0.6429,0.0714,True,0
5175bd26-ac23-5fbf-a5da-eee1f12e2609,Yunmapped_0491,yajnadevam_glyphid,,,,,,,14,0.0,0.8571,0.1429,True,0
1d0dcb5c-593e-540c-92ce-157974cb36d7,Yunmapped_0645,yajnadevam_glyphid,,,,,,,14,0.1429,0.0,0.8571,True,0
4368cf98-8777-58e8-93d3-0448e27b6477,Yunmapped_0321,yajnadevam_glyphid,,,,,,,13,0.0,0.0769,0.9231,True,0
339afcf5-00ce-5866-aa3c-90c84aba69b0,Yunmapped_0679,yajnadevam_glyphid,,,,,,,13,0.7692,0.2308,0.0,True,0
6bf73af0-74ff-5e53-8325-451e7cde3571,Yunmapped_0838,yajnadevam_glyphid,,,,,,,12,0.0,0.3333,0.6667,True,0
c4b06694-d09f-56e4-88b1-ed42578634db,Yunmapped_0711,yajnadevam_glyphid,,,,,,,12,0.0,0.0,1.0,True,0
602be2bb-016d-5b4a-b2c3-524c95b294c7,Yunmapped_0605,yajnadevam_glyphid,,,,,,,12,0.0,0.6667,0.3333,True,0
43335362-0231-50cb-b843-378e4097236c,Yunmapped_0318,yajnadevam_glyphid,,,,,,,12,0.0,0.0,1.0,True,0
43b4e993-151a-5896-86d1-757481bed743,Yunmapped_0921,yajnadevam_glyphid,,,,,,,12,0.0,0.3333,0.6667,True,0
68e7891b-ad91-5a0a-a773-b85ff527363f,Yunmapped_0905,yajnadevam_glyphid,,,,,,,11,0.0,0.9091,0.0909,True,0
8f0d93af-bf11-53ab-ba1e-5b21470cd894,Yunmapped_0554,yajnadevam_glyphid,,,,,,,10,0.0,0.3,0.7,True,0
582c94b1-3f75-5ff0-b362-a0a649e1b887,Yunmapped_0821,yajnadevam_glyphid,,,,,,,10,0.1,0.5,0.4,True,0
c467a5a7-02c5-590b-8e2f-75bba5366dd6,Yunmapped_0530,yajnadevam_glyphid,,,,,,,10,0.1,0.2,0.7,True,0
9914b3bd-fc58-5871-ad30-dbadd2fd2296,Yunmapped_0161,yajnadevam_glyphid,,,,,,,10,1.0,0.0,0.0,True,0
5c96167e-3168-511a-9d19-c152a1050fa3,Yunmapped_0519,yajnadevam_glyphid,,,,,,,10,0.0,0.6,0.4,True,0
cfd9ee6a-82dd-5fc9-a996-f17de023ef57,Yunmapped_0056,yajnadevam_glyphid,,,,,,,10,0.0,0.1,0.9,True,0
050297cb-3427-5001-8f75-2b9e856f8abc,Yunmapped_0241,yajnadevam_glyphid,,,,,,,10,0.8,0.0,0.2,True,0
385358ae-ac6a-51fb-899b-f3a6088b77c3,Yunmapped_0792,yajnadevam_glyphid,,,,,,,9,0.0,0.6667,0.3333,True,0
486d6cd2-819e-58ec-8304-fd24b02f742b,Yunmapped_0347,yajnadevam_glyphid,,,,,,,9,0.0,0.8889,0.1111,True,0
d1a2116e-d17a-5772-a67f-dd7d3c2cd51f,Yunmapped_0063,yajnadevam_glyphid,,,,,,,9,0.1111,0.1111,0.7778,True,0
30a205b1-8507-52ff-a7f9-4bc86c921b66,Yunmapped_0510,yajnadevam_glyphid,,,,,,,8,0.0,0.5,0.5,True,0
5758b8e0-040f-5808-997a-a005a2e3857f,Yunmapped_0844,yajnadevam_glyphid,,,,,,,8,0.0,0.25,0.75,True,0
8cb3727d-c2d7-5ce5-9d5e-e342e47c605b,Yunmapped_0232,yajnadevam_glyphid,,,,,,,8,0.375,0.125,0.5,True,0
c2edb0a8-cfec-534e-b93b-9dd3d7b331a0,Yunmapped_0804,yajnadevam_glyphid,,,,,,,8,0.5,0.125,0.375,True,0
ad74b94a-bb8d-5ed3-8ff0-3b3026571373,Yunmapped_0315,yajnadevam_glyphid,,,,,,,8,0.0,0.375,0.625,True,0
4cb00ff7-7362-58d3-9888-533ec3fa4b3a,Yunmapped_0468,yajnadevam_glyphid,,,,,,,8,0.0,0.75,0.25,True,0
2ad1ab0c-28e9-5e7f-859b-d50b97ef352d,Yunmapped_0417,yajnadevam_glyphid,,,,,,,8,0.0,0.0,1.0,True,0
6e91c5ea-40d3-57bf-9356-f96a348ae399,Yunmapped_0927,yajnadevam_glyphid,,,,,,,8,0.0,0.25,0.75,True,0
ad29fb2f-6750-5735-aa22-0b9766618961,Yunmapped_0597,yajnadevam_glyphid,,,,,,,8,0.0,0.0,1.0,True,0
24629cf4-c9eb-58e4-9148-2205a576559f,Yunmapped_0298,yajnadevam_glyphid,,,,,,,7,0.5714,0.0,0.4286,True,0
f584b1d0-78ac-5f43-8883-e02fc15bb230,Yunmapped_0592,yajnadevam_glyphid,,,,,,,7,0.5714,0.2857,0.1429,True,0
861b804a-d7c8-5741-9c30-3173e7442756,Yunmapped_0365,yajnadevam_glyphid,,,,,,,7,0.2857,0.0,0.7143,True,0
762d38ef-6ddf-5419-aeb6-0a3d1de77d82,Yunmapped_0015,yajnadevam_glyphid,,,,,,,7,0.1429,0.5714,0.2857,True,0
9881e17f-23ab-57f5-8ac7-48569772bfd2,Yunmapped_0098,yajnadevam_glyphid,,,,,,,7,0.0,0.7143,0.2857,True,0
64cedfbd-28df-5ced-9f72-82e54b289b92,Yunmapped_0467,yajnadevam_glyphid,,,,,,,7,0.0,0.5714,0.4286,True,0
ded63081-cf17-5571-96be-1142f0e15083,Yunmapped_0540,yajnadevam_glyphid,,,,,,,7,0.0,0.2857,0.7143,True,0
d650fb83-60f1-501f-a2ef-db694c1fe4a6,Yunmapped_0703,yajnadevam_glyphid,,,,,,,7,0.0,0.5714,0.4286,True,0
5a26c373-c86e-5901-9592-37b00b8ea064,Yunmapped_0422,yajnadevam_glyphid,,,,,,,7,0.7143,0.0,0.2857,True,0
9e3e3668-dd0a-5ac0-a31e-0c4e116ca3c4,Yunmapped_0066,yajnadevam_glyphid,,,,,,,6,0.1667,0.3333,0.5,True,0
1663b6f0-80c6-53dc-939b-9bf8977b7e67,Yunmapped_0702,yajnadevam_glyphid,,,,,,,6,0.0,0.3333,0.6667,True,0
8e7bed8e-bdd7-54cd-b6ac-619f4edd8271,Yunmapped_0603,yajnadevam_glyphid,,,,,,,6,0.0,0.5,0.5,True,0
7c8ee62f-eb81-59a1-936f-afa0fa7b8cfa,Yunmapped_0219,yajnadevam_glyphid,,,,,,,6,0.0,0.6667,0.3333,True,0
ee648646-6e54-5e41-91d8-3b56feab6271,Yunmapped_0924,yajnadevam_glyphid,,,,,,,6,0.1667,0.3333,0.5,True,0
3b9780d8-7cd8-54c3-99a0-e579611796d9,Yunmapped_0824,yajnadevam_glyphid,,,,,,,6,0.1667,0.8333,0.0,True,0
a43815d0-833d-55f8-92cb-768fb09341c9,Yunmapped_0370,yajnadevam_glyphid,,,,,,,6,0.0,1.0,0.0,True,0
0adf21b5-f3d7-54cd-bb95-caa54ca85da6,Yunmapped_0354,yajnadevam_glyphid,,,,,,,6,0.1667,0.3333,0.5,True,0
5f31c7f3-fcbb-5f15-9d54-3f77c959785d,Yunmapped_0626,yajnadevam_glyphid,,,,,,,6,0.0,0.1667,0.8333,True,0
c369abf4-7a31-51c0-ae91-4e5785d3c895,Yunmapped_0518,yajnadevam_glyphid,,,,,,,6,0.0,0.5,0.5,True,0
98870968-0b87-55d0-9cda-416dc1867dd6,Yunmapped_0064,yajnadevam_glyphid,,,,,,,6,0.6667,0.1667,0.1667,True,0
7ee69800-42bf-59a0-8810-8cc649f3ed32,Yunmapped_0465,yajnadevam_glyphid,,,,,,,6,0.0,0.8333,0.1667,True,0
b097e908-3280-5461-9d44-8d86bfa2397a,Yunmapped_0234,yajnadevam_glyphid,,,,,,,6,0.3333,0.5,0.1667,True,0
a6382a90-fba8-525a-8d35-40b413686530,Yunmapped_0423,yajnadevam_glyphid,,,,,,,6,0.8333,0.0,0.1667,True,0
91b0d69c-3af4-52d7-9dff-ee47bf563130,Yunmapped_0777,yajnadevam_glyphid,,,,,,,6,1.0,0.0,0.0,True,0
c0a83819-2646-5cef-9d79-a35ea62efd66,Yunmapped_0426,yajnadevam_glyphid,,,,,,,5,0.8,0.2,0.0,True,0
b13de267-ed4d-55e6-a8c2-a52b7b34a176,Yunmapped_0456,yajnadevam_glyphid,,,,,,,5,0.0,0.6,0.4,True,0
2fe9abbb-668c-5583-bc5f-ac6c181d6d14,Yunmapped_0791,yajnadevam_glyphid,,,,,,,5,0.2,0.4,0.4,True,0
a2caa6c7-a080-5134-9262-f141c4885f8c,Yunmapped_0221,yajnadevam_glyphid,,,,,,,5,0.0,0.6,0.4,True,0
5ac982e5-3492-5c21-a4e4-1be79c2b974d,Yunmapped_0808,yajnadevam_glyphid,,,,,,,5,0.2,0.8,0.0,True,0
82422bb6-8a1c-51b5-b1cd-3ae140fa4421,Yunmapped_0869,yajnadevam_glyphid,,,,,,,5,0.8,0.0,0.2,True,0
59f4e1c6-09a5-56d1-8d42-7e5aa42fbed8,Yunmapped_0352,yajnadevam_glyphid,,,,,,,5,0.0,0.6,0.4,True,0
b7291137-cf2b-5d9a-ba3c-5fbd80640d05,Yunmapped_0155,yajnadevam_glyphid,,,,,,,5,0.6,0.0,0.4,True,0
cc47e277-d1fe-5bd0-938d-1ccd48849650,Yunmapped_0637,yajnadevam_glyphid,,,,,,,5,0.2,0.2,0.6,True,0
ac8a70f7-18b3-54fe-9171-167b1fe4afe3,Yunmapped_0027,yajnadevam_glyphid,,,,,,,5,0.0,1.0,0.0,True,0
5543913d-e19b-5090-b7c3-e57b9197b368,Yunmapped_0408,yajnadevam_glyphid,,,,,,,5,0.4,0.6,0.0,True,0
1e8059eb-cf37-5a8f-9353-519261fc278f,Yunmapped_0201,yajnadevam_glyphid,,,,,,,5,0.0,1.0,0.0,True,0
f5e00633-0213-5197-8647-4475249cd936,Yunmapped_0257,yajnadevam_glyphid,,,,,,,5,0.2,0.0,0.8,True,0
18c09a6d-b30b-592f-84b4-b2ecf4efa809,Yunmapped_0159,yajnadevam_glyphid,,,,,,,5,0.6,0.0,0.4,True,0
67cc0c4d-ffe5-597c-9b55-316e168c107e,Yunmapped_0472,yajnadevam_glyphid,,,,,,,5,0.0,0.4,0.6,True,0
16a18910-8b6b-5342-a2de-82e843b4841b,Yunmapped_0263,yajnadevam_glyphid,,,,,,,5,0.0,0.8,0.2,True,0
5b755ed7-ac60-5213-a903-0af8ee13c375,Yunmapped_0564,yajnadevam_glyphid,,,,,,,5,0.0,0.4,0.6,True,0
1b0851d6-eaf0-50d6-a707-afb194efbe33,Yunmapped_0401,yajnadevam_glyphid,,,,,,,5,0.8,0.0,0.2,True,0
bdac84de-ea43-562a-b41f-3d49fa266bb2,Yunmapped_0842,yajnadevam_glyphid,,,,,,,4,1.0,0.0,0.0,True,0
692c6628-c6e0-58a0-9c36-ff9a63c9edf9,Yunmapped_0067,yajnadevam_glyphid,,,,,,,4,0.0,0.25,0.75,True,0
41600bae-a29a-5264-a781-7864cae1d7a8,Yunmapped_0525,yajnadevam_glyphid,,,,,,,4,0.25,0.0,0.75,True,0
a4c980cb-8241-53a3-a832-9d1ce72d1ee6,Yunmapped_0028,yajnadevam_glyphid,,,,,,,4,0.0,1.0,0.0,True,0
eeeb6e9b-ad6b-55ea-aaba-6e3cf9991557,Yunmapped_0153,yajnadevam_glyphid,,,,,,,4,0.75,0.0,0.25,True,0
88fd05f8-2b8b-5709-9eae-bccb287c825a,Yunmapped_0868,yajnadevam_glyphid,,,,,,,4,1.0,0.0,0.0,True,0
0f5107a5-9e1a-5d8e-8484-38b63a1723dd,Yunmapped_0204,yajnadevam_glyphid,,,,,,,4,0.25,0.0,0.75,True,0
401a0089-b2b8-5d84-9f47-e0231a5ebbc2,Yunmapped_0712,yajnadevam_glyphid,,,,,,,4,1.0,0.0,0.0,True,0
cbcd52de-da66-503e-ad3f-3f59dc4dba22,Yunmapped_0049,yajnadevam_glyphid,,,,,,,4,0.0,0.5,0.5,True,0
d15fee51-8045-5d13-9b48-6295bcac1e62,Yunmapped_0625,yajnadevam_glyphid,,,,,,,4,0.0,0.5,0.5,True,0
c87df0f3-8fc1-5217-8287-fd30ca3250a2,Yunmapped_0380,yajnadevam_glyphid,,,,,,,4,0.0,0.75,0.25,True,0
d1760137-3bdf-5447-a52d-17d36d0c5fd6,Yunmapped_0910,yajnadevam_glyphid,,,,,,,4,0.0,1.0,0.0,True,0
572026b6-9001-5751-9768-9aa2dede285a,Yunmapped_0132,yajnadevam_glyphid,,,,,,,4,0.0,0.5,0.5,True,0
9aa6db80-9fb2-5d5a-889d-c57bc28d53a4,Yunmapped_0323,yajnadevam_glyphid,,,,,,,4,0.0,0.75,0.25,True,0
62582be6-84d2-5fad-8c74-de14210fc07c,Yunmapped_0409,yajnadevam_glyphid,,,,,,,4,1.0,0.0,0.0,True,0
7c978efa-5a7d-5190-ad6f-fe63d711059f,Yunmapped_0443,yajnadevam_glyphid,,,,,,,4,0.0,0.0,1.0,True,0
2b1c5919-9659-5508-80a0-62c198a63bf0,Yunmapped_0267,yajnadevam_glyphid,,,,,,,4,0.25,0.0,0.75,True,0
506cbcac-d9ba-5a93-ad4d-c540ade02425,Yunmapped_0167,yajnadevam_glyphid,,,,,,,4,1.0,0.0,0.0,True,0
3af2612f-915e-57f1-b8be-0fa9194a144d,Yunmapped_0353,yajnadevam_glyphid,,,,,,,4,0.0,0.75,0.25,True,0
b5c82365-a73b-59f7-9f20-7f27029741fc,Yunmapped_0736,yajnadevam_glyphid,,,,,,,4,0.0,1.0,0.0,True,0
7e058cac-f14a-5d7c-9bfe-4f7aab2fe7e4,Yunmapped_0871,yajnadevam_glyphid,,,,,,,4,0.5,0.25,0.25,True,0
