entry_id,page,languages,n_languages,n_forms,raw_text
1021,69,"Tu.,Ta.,Ma.,Ka.,Ko.,Kod.,Kuwi",7,24,"Ta. orru (orri-) to press, hug close, stamp (as a seal), press down, press upon, attack, apply fomentation; 2. fomentation; ottu (otti-) to place in contact with, foment; orratam, ottatam, ottanam fomentation. Ma. ottanam fomentation; ottal fomenting. Ko. ot- (oty-) to blow (bellows); (dangerous illness) becomes very bad. Ka. ottu to press together, press, squeeze, shampoo, press down, impress (as a seal), push, subdue, harass, stress, foment; n. state of being pressed, etc., a mass; ottike pressing; ottuha tubbing, shampooing; ottada, ottala, ottala fomentation, pressure; ottarisu to subdue. Kod. ott- (otti-) to press, squeeze; otta-ya urging. Tu. oftuni to press; ottuni to press, shampoo, seal, stamp; be close, thickset; ottu closeness, thickness; ottaya force, compulsion; ottavuni to cause to press, be impressed or sealed; ottele oppressor. Te, ottu to press, squeeze, foment, urge, pro- duce a mark on a surface by pressure; 7m. pressure, denseness; close, thick, dense; ottadamu fomenting, pressing gently. Kuwi (Isr.) ottu thickness; ? (S.) ulvnai to press. DED(S) 859. ~"
1022,69,Te.,1,1,"Te. orru (orri-) to spy out; 2. espion- age, a spy; orran, Orruvan, orral a spy: orru- mai qualities requisite in a spy; orruvi Cpp-, -tt-) to keep oneself informed of events through spies. Ma, orru private intelligence, secret information; orran, orrukaran a spy; orrikka to cause to spy. DED 860."
1023,69,"Malt.,Te.,Ta.,Kur.",4,5,"Ta. orru flat bracelet for a child; ottu a thin bangle. Ma, orra-ttali_ marriage badge (or with 1020). Te. ottulu gold brace- lets for children. DED 861. 1024 Kur. (Hahn) on’na to be sharp, cut. Malt. onke sharp; blade of a knife. DEDS 124."
1025,69,"Tu.,Ta.,To.,Ko.,Kod.",5,8,"Ta. onpatu, ompatu, ompdtu nine. Ma, ompatu id. Ko. orba+d, (Sholur dialect) onba+d id.; patrmba-d, potrmba-d nineteen; orba- calg nine calg measures. To. winbo@ (winbo before nouns) nine; puenbo® nine- teen; e*n bo®@ ninety; winbo nu-r 900. Ka, ombattu, ombhattu nine; ombay-niru 900. Kod. oymbadi nine; ombay nueri 900. Tu. ormba nine. Go, (Tx.) unma id.; unmak, unmahk nine each; (W. Ch.) unmak, ‘(L.) edmu nine (Voc. 248). Cf. 990(a) Ta. oru,"
1026,69,Ta.,1,2,"Ta. 6-nay Indian wolf, Canis pallipes. Ma, 6-nay wolf. DED 863."
1027,69,Ta.,1,1,"Ta. 6 shutter or other means to stop the flow of water. Ma, Oku, Gvu floodgate, kali [99] otu sluice, drain; otti open gutter, drain. DED 864."
1028,69,"Tu.,Ka.",2,6,"Ka. okali, Okufi red liquid sprinkled or squirted at the holi feast, at the close of a temple festival, or at marriage. Tu. okali, dkuli id. DED 865."
1029,69,"Tu.,Te.,Ta.,Ma.,Ka.",5,16,"Ta. okkalam, Okkdlippu, Onkal retch- ing; Okkali (-pp-, -tt-), Ofku (GAki-), GAk- ari Cpp-, -tt-), Onkali (-pp-, -tt-) to retch, vomit. Ma. okkanam_ retching, nausea; Okkanikka to retch, vomit. Ka. kari, Okarike, okarisuha, Skala, Ogadike vomiting; Skarisu, okkarisu, Ogadisu to retch, vomit, spit out, emit; vakarisu, vakalisu to vomit; vakarike, vakalike vomiting. Tu. onkadé retching, heaving of the belly; (B-K.) onkate, Ofkate vomiting sensation, Te. Okara, Okarinta, okili, Okilinta retching; Okarincu, Okilincu to retch. ? Cf. 678 Ta. uvatfu. {Cf Mar. okn€ to vomit; Turner, CDIAL, no. 2538, *okk-. DED(S) 866."
1030,69,"Malt.,Te.,Ta.,Ma.,Ka.,Kur.",6,13,"Ta. drai boiled rice, rice that is mixed with other edibles such as tamarind, sesamum, etc. Ma. dra boiled rice. Ka. Ogara boiled rice. Te. Ogiramu, Oremu, (Inscr.) dviramu food, boiled rice. / Cf. OMar. (Master) ogara, vogara rice, food. DED(S) 867. 1031 Kur. ogna (Ugyas) to swim, float; OSgrnt to be swum across, (tank or stream) supports; Ogta’and to make swim, float (trees, etc.). Malt. ége to swim, float. DED 868."
1032,69,"Tu.,Te.,Ko.",3,9,"Ko. o-+garv- (o+gard-) to listen with- out speaking, be silent when called, keep silent (*org- +1258 *karv- to lie hidden). To, o+x to hear (a song-word). Tu. Sngéruni, Shonuni to listen, overhear, eavesdrop; dkonuni to answer a call (cf. 643 Te. i-konu to hear, listen to; or with 643). DED(S) 869."
1033,69,"Ta.,Ka.,To.,Ko.",4,12,"Ta. 6hku (Onki-) to grow, rise high (as a tree), ascend (as a flame), be lofty, spread, be exalted, dignified, increase in wealth or renown; lift up, raise (as arm, weapon, pestle); Ofkal height, rising, moun- tain, mound; okku (Okki-) to raise, lift up, cause to rise; 6kkam height, increase, bigness; dccam eminence; Sccal height, elevation; Occu (Occi-) to raise in order to strike; Sppu (Oppi-) to raise. Ma, oinuka to lift up (as hand), prepare to strike, aim at; Oinal threat; GBccuka to raise; Oppuka to raise, lift. Ko. o-k- (ovyk-) to raise (hand to strike, corpse on to fire). To. wi«k- (wi+ky-) to aim. Ka. dga pride. DED(S) 870."
1034,69,"Ta.,Kur.",2,3,"Ta. Scaram for the sake of, on ac- count of. Ka, Osuga, Osugara, Oskara cause, reason, sake. ? Te, kdsaramu, kOsamu for the sake of, on account of. DED 871. 1035 Kur. 6sa mushroom. Malt, ésu id. DED 872."
1036,69,"Ta.,Ma.,Ko.,Kui,Kuwi",5,10,"Ta. Gcai sound, fame; Otai sound, noise, clamour, din; (Tinn.) Scam (= stan- dard Ta. *dccam) sound. Ma. Osa sound, noise; occa id., name, fame. Ko. o*j noise whose origin is not seen. DED(S) 873. 1037 Kui Ospa (Ost-) to be bright, shine, glitter, give light; Osteri light. Kuwi (F.) ojjam’ni pOda a pretty girl; (S.) Gja, djagatti, dji beautiful; oju beauty; Sjitasi a handsome man; Oja harku ornaments; Ojali turh’nai to rig; Ojapee that 1 may look nice. DEDS 125."
1038,69,"Malt.,Skt.,Tu.,Te.,Ma.,Ka.,To.,Ko.,Kod.,Go.,Kur.",11,20,"Ka. doje a row, line, heap, mass, regularity, order, propriety; ojayila a man of ° propriety; Gjisu to be properly or carefully performed. Te, dja a row, line, regularity, _ order, manner, way. DED(S) 875. 1039 Ta, Stam boat, raft, float, vessel; Bfavi shipwright, boatbuilder. Ma. Stam boat; Sfayi shipbuilders; S{i a large seaboat (long and narrow, chiefly from the Lacca- dives). Ka. oda boat. Tu. oda id. Te. oda ship, vessel. Pa, oda boat, trough. Go. (M.) oda, (Ko. S.) 61a boat (Voc. 437); (Pat.) oda (ie. Gda) donga. /Cf. Skt. hoda- boat, raft; Turner, CDIAL, no. 14174. The IA words are probably < Dr.; Parpola 1977-78, pp. 243 ff. DED (N) 876. 1040 Kur. 61a bird (in general); (Hahn) ore a small bird. Malt. dre quail. DEDS 126. 1041 7a. dtu (fi-) to run, flee, sail, operate (as the mind), happen, be defeated; otal running away, being defeated; ofai large water-course, dyke,’ tank, reservoir, moat; Oftu (Gfti-) to cause to run, propel, steer, drive away, destroy, darn; Offam running, speed, current, defeat; Ofttan runner; Otti one who or that which drives; ottu running, defeat, sailing of a vessel, course of conduct. Ma. Stuka to run (as men, animals, roots, etc.), ships to sail, flow easily, meet with no impediment; ofikka, Oftuka to drive, chase, steer, navigate; Ota water-course; Otfam a course, run; Otfi ship’s captain. Ko. o-r- (ore-) to run; o+f act of running. To. wi-d- (wiedy-) to run; wi+{ act of running; wi-{- (wi-ty-) to drive calf from udder by hitting it under th"
1042,70,"Tu.,Te.,Ta.,Ma.,To.,Ko.,Kod.",7,13,"Ta. otu (Obl. Stt-) shell (of egg, tortoise, crab), tile, potsherd, earthen vessel, skull. Ma. ofu shell, potsherd, tile; Ottikka shell. Ko. o+r (obl. o+f-) shell, tile, potsherd, skull. To. wi+r (Obl. wi+f-) tile, skull, shell (of snail). Ke. odu potsherd, earthen pan, skull, shell of tortoise; Ode, vade a burnt earthen hoop used in constructing a tube- well, a storage vessel constructed of baked earthen hoops. Kod. o+-di tortoise shell, skull, wide circular dish. Tu. Odu, ddilu potsherd, tile; Gdari potter. Te. odu-billa a roofing tile. DED(S) 878."
1043,70,"Tu.,Ta.,Ma.,Ka.,Ko.,Kod.",6,8,"Ta. Stai longer internoded stout reed bamboo, Ochlandra travancorica. Ma. Sta a large reed; ottal a kind of small bamboo, Ochlandra rheedii. Ko. e«r (obl. e-t-), oF (obl, 0*{-) sp. Ochlandra (thin bamboo-like plant). To, wa+r id.; wae¢ mil shoots of bamboo (for mil, see 4997). Ka. Ste a large jungle reed. Kod. o+te reed. Tu. Onte a kind of large thin reed, a pipe made of reed. DED (S, N) 879."
1044,70,"Tu.,Ka.",2,3,"Ka. ote the tree Garcinia pictoria Roxb., the Mysore gamboge tree; Ste-puli its fruit. Tu. Onte-puli, Ste-puli the sour fruit of G. cambogia. DED 880."
1045,70,"Te.,Ta.,Ma.,Ka.,Kod.",5,9,"Ta. Otai metal plate or badge for the forehead, frontlet for elephants. Ma. Sta ornamented frontlet of an elephant. 1046 Ma, dni a footpath. Ka. oni lane, alley, street. Kod. o+ni lane leading to house. Tu, Oni lane, alley. Te. Gni-kattu a dark alley, (B.) a narrow pass between hills. DED 881."
1047,70,"Ta.,Ma.,Ka.",3,9,"Ta. Stam moisture, dampness, flood, sea, wave.’ Ma. Otam dampness in rainy season. Ka. odde wetness, dampness, moisture. Tu, odde id.; wet; veddé moist, wet. Nk. (Ch.) vad, vod dew. Cf. 743 Konda tid-. DED(S)"
1048,70,"Te.,Ka.",2,5,"Ka. Oda, vada ditch, trench, pitfall for catching elephants. Te. Odamu pitfall for catching elephants. DED 883."
1049,70,"Ma.,Kod.",2,3,"Ma. oti share, part. Kod. o+di share. DED 884."
1050,70,"Ta.,Ma.",2,4,"Ta. Gti, Otimam swan. Ma. Sti, Sti- mam id."
1051,70,"Ta.,Pa.,Kur.",3,4,"Pa. ddir, (S.) oyix marriage procession. Ga, (OU., 8S.) Odur marriage. ? Kur. uina (uyyas) to marry. Cf. 984 Ta. oy. DED 885."
1052,70,"Tu.,Ta.,Ma.,To.,Ko.,Kod.",6,15,"Ta. tu (Gti-) to read, recite, utter mantras, repeat prayers, speak, declare; dtuvi (-pp-, -tt-) to teach the Vedas, instruct; Gtal reciting (as the Veda); Sti learning, learned person; Ottu reciting, uttering (as a mantra), the Veda. Ma. Otuka to recite, read, say; Otikka to teach; Ottu reading (chiefly of scriptures), using formulas. Ko. o+d- (o+dy-) to read, pronounce (charms), learn; o*t a charm. To. wis@- (wi+@y-) to read; wit incantation. Ka, odu to utter, read, recite, study, say; n, reading, etc.; Gdisu to cause to read, instruct in the sastras; odike, 6duvike reading; Otu, Ota reading, that has been read or studied, the Veda. Kod. o-d (o+di-) to read. Tu. Gduni to read; Gdavuni to cause to read, teach how to read; ddige, Gdu reading. DED 886."
1053,70,"Tu.,Ta.,Ma.,Ka.,Kod.",5,9,"Ta. otti chameleon, Chamaeleo vul- garis; bloodsucker lizard, Calotes versicolor; Sti, Onti, Span, Oman bloodsucker lizard; ontin bloodsucker; (Devanesan; Coimbatore dial.) Otakkan id. Ma. Ontu chameleon; bloodsucker, Lacerta cristata. To, wis large jungle lizard. Ka. oti, (K.?) onti a kind of lizard or chameleon, bloodsucker, L. cristata. Kod. o-ndi, o+tike+té chameleon. Tu. Gnti bloodsucker, salamander. ? Malt, ute a tree lizard called also qése-6nu, lit, bloodsucker. DED (S) 887."
1054,70,"Tu.,Ta.,Ma.",3,8,"Ta. G6mam bishop’s weed, Carum copticum, Ma. dmam sison. Ka, 6ma, Smu, ovu, vima, voma, hdma bishop’s weed, Ligusticum (or Ptychotis) ajwaen, Tu. Oma the seed of bishop’s weed, common caraway, Sison amomum, Ptychotis. Te, Omamu the seed of bishop’s weed. S. ammi, P. ajowan. /Cf. Mar. Sva L. ajwaen; bishop’s weed, or the seed of it, S. ammi. [C. copticum Benth. = L, ajawain Fleming = L. ajouan Roxb. = P. ajowan DC. = S. ammi Sacq.] DED 890."
1055,70,Te.,1,1,"Te. Smal rumour. Ma, omal id."
1056,70,"Tu.,Te.,Ta.,Ma.",4,9,"Ta. Smpu (Smpi-) to protect, cherish, bring up. Ma. Ompuka to cherish, take care of; stroke (as in embracing, blessing); 6mana fondness, tenderness with children, darling; nicety, beauty; Omanikka to fondle, caress; omal fondness, darling; neatness, Ka, dvu to take care of, guard, protect, cherish. Tu. omana darling, dear; fondness, tenderness. Te. Smu to preserve, cherish. DED 891."
1057,70,"Te.,Ta.,Ma.",3,16,"Ta. Sy (-v-, -nt-) to cease, come to an end, expire, perish, be diminished, reduced, become tired, weary, weak, rest; oyccal ceasing, weakness, debility; oyvu cessation, termination, weariness, rest; Ovu (Gvi-) to cease, terminate, become extinct; n. cessation; oci (-v-, -nt-) to suffer, become weary. Ma. oyuka to become tired or weary, get em- aciated, cease, come to an end; byvu end; leisure, rest. Te. (K.) ovvu to be spoiled, perish. DEDS 128."
1058,70,"Tu.,Te.,Ta.",3,4,"Ta. oy hallo! Ka: syi interj. used in calling. Tu. oyi interj. used in hailing. Te. oyi, Oyi excl. in calling. DED 892."
1059,70,"Te.,Ta.,To.,Ko.",4,8,"Ta. Or (-v-, -nt-) to consider atten- tively, examine, know; (-pp-, -tt-) to. con- sider, select, choose, think, regard, listen attentively; Orcci investigation, wisdom, knowledge, consciousness; Orppu investigation, clear understanding; Orpu, Orvu consideration, research, Ma, orkka to think, remember, dram [101] expect. Ormma thought, recollection, mem- ory; Orkkal, Oreca, Orppu remembering, recollection; Srpikkuka to cause to remember, remind; Ormikkuka to remember; Gruvu memory. Ko. ovrid- (o+rif-) to listen. To. wisrid- (wierif-) id. (this form is of the perseverative aspect: to listen in spite of all difficulties). Ka, Oru to think, ponder, con- sider, inquire. ? Te. r6yu, (K. also) réyu to seek, search, look for; (K.) var(u)cu to look for, wait, expect, wish. DED 893."
1060,70,"Te.,Ta.,Ma.,Ko.",4,11,"Ta. dram edge, border, brim, brink. Ma. Gram margin, brim, side. Ko. oery flat ground beyond bank of stream. Ka, Ora side, edge, margin, brim. Te. Gra side, border, edge. Konda ora side, neighbourhood. DED (S) 894."
1061,70,"Tu.,Ta.,Ma.,Ga.",4,6,"Ta. Gri old jackal, male jackal; male lemur. Ma. ori howler, jackal; howl, yell. Tu. Grige howl. Ga. (S.2) Org- (Orug-) to call. DED(S) 895."
1062,70,"Tu.,Te.,Ta.,To.,Kod.",5,8,"To. wiry steep hillside. Ka, Ora, dre state of being aslant, oblique, sloping, bending, declivity, crookedness; sideways; oradi sloping, declivity. Kod. o+re slanting. Tu. ore crooked, bent; Orekdre oblique, irregular. Te. Ora oblique, sidelong, bent; Gragincu to slant (¢.), incline; Gragilu to slant (intr.), lean; Orasil()u to move aside. Konda Gra ki- to bend slantingly, half-open (as door). Cf. 5360 Ta. varam. DED(S) 896."
1063,70,"Malt.,Te.,Ta.,Kui,Kuwi,Kur.",6,12,"Ta. Grppu patience, forbearance; Srmam fortitude, courage, bravery; ormi Cpp-, -tt-) to be courageous; Grmai fortitude, bravery. Te. Or(u)cu to bear, endure, be patient, allow, pardon; dr(u)pu, (K. also) ormi patience, tolerance; dr(u)pari one who is patient; Opu to bear, endure, be patient; n. (also Opika) patience. Kuwi (S.) orh’nai to endure; Orhinai to sustain. Kur. (Hahn) orna to suffer willingly. DED(S) 897. 1064 Kui dpu inba to be warm weather, be sultry or stifling. Kur. Ornd to be warm weather, be heated (e.g. iron, body with fever); Orta’and to warm, heat. Malt. ortre to make red-hot; 6thre to become red-hot. Cf. 656 Ta, uru. DED(S) 898. K,"
1068,70,"Te.,Ta.,Ka.",3,6,"Ka. ol-adu to sport in water, swim, bathe. Te. dl-ddu, olal-adu to sport in water. Cf. 999 Ta. oliyal. DED 901."
1069,70,Ta.,1,1,"Ta. olan a kind of vegetable dish. Ma, Slam a kind of seasoning broth; dldlam, Glolan a kind of vegetable stew. DED 902."
1070,70,"Tu.,Ta.,Ma.,Ka.,To.,Ko.",6,18,"Ta. dlai palm leaf, writing on a palmyra leaf, rolled palm leaf used as an ear ornament, jewelled ear ornament. Ma. Ola leaf of palms or grasses, writing leaf. Ko. o+l palm leaf, ornaments worn on body. To. wa+l writing, education. Ka. ole leaf of a palmyra palm, leaf used to write on, coil of palmyra leaf worn in lobe of female’s ear, ear-ring of gold, etc.; (Hav.) oli leaf of palmyra palm. Kod, o+le screw-pine leaf, writing on screw- pine leaf, woman’s ear-ring. Tu. Ole letter inscribed on a palmyra leaf, palmyra leaf rolled up and put into the hole of a female’s ear, metallic ear-ring; oli a cadjan leaf used to write upon. DED(S) 903."
1071,70,"Ta.,Ma.,Ka.,Kod.",4,5,"Ta. 6 Cpp-, -tt-) to copulate; (Anna- malai, p.875) dr id.; (Tinn.) Ol- id.; taydli mother-lover (for ta#y, cf. 364; K. Parama- sivam). Ma. dkkuka to copulate. Ka. dl to have sexual intercourse. Kod. o+l- (o-p., o*t-) to have sexual intercourse with. Cf. 558 Ta, uka. DED(S, N) 904."
1073,70,"Ta.,Pa.,Ga.",3,3,"Pa. ol- to dry (t7.). Ga. (OU) Gl- id. Go, (M) oranda id.; (Mu. Ko.) or- id. (clothes, etc.) (Voe. 443). Konda (BB) or- to dry (clothes, etc.; tr). ?Cf. 601 Ta. unafku. DED (S) 905."
1074,70,"Skt.,Te.,Ka.,To.,Pa.,Go.",6,7,"Ka. ore painting; dregara a painter. Te. dru decoration of red paint. G Pl. nepetaefolius (‘jungle k.’). To. kaka®x Pogostemon speciosum. 1078 Kol, (Kin.) kakkare partridge. Pa. kakral id. Go. (W.) kakranj, (A.) kakranj id. (Voc. 452). / Ct. Skt. (Sabdaratnakara 1624) karkara- a gallinaceous bird, Pali kakkara- jungle cock. DED 908."
1075,70,"Te.,Ka.",2,12,"Ka. kakulate, kakalate, kakulate, kakkalate, kakkulate, kakkulite love, com- passion, desire, esp. vain desire. Te. kakkifriti greediness, avarice, miserliness. DED 906."
1076,70,"Skt.,Ma.,Ka.,Kol.,Kur.",5,10,"Ma. kakkata dagger. Ka. kakkade, karkade a kind of weapon. / Cf. Skt. (fex.) karkasa- sword. DED 907. 1077 Ko, kakadg, pen gakadg Pogostemon speciosum (the latter ‘female k’); am gakadg Plectranthus macraei (‘our k.’); kaey gakadg kakku 1065 Kur. or, oy, (Tiga) oye beginning, origin. Malt, Gre beginning, end; or-otre to end, finish, DED 899. 1066 Kol. o+l- (o-lt-) to see, look at. Nk. l- to see; Slip- to show. DED 900."
1079,70,"Malt.,Mand.,Tu.,Te.,Ta.,Ka.,To.,Ko.,Kod.,Ga.,Go.,Kui,Kuwi,Pe.",14,18,"Ta. kakku (kakki-) to vomit, eject; n. whooping cough; kakkal vomiting, vomit. Ma, kakkuka to vomit; kakkikka to vomit, kapka [102] kas- make to regorge. Ko. kak- (kaky-) to cough, regurgitate; kake- (kakc-) to make to cough. To. kak- (kaky-) to vomit; kakc- (kak&) to make to vomit. Ka. kakku, kagku to vomit; n. vomiting, vomit; kakkisu to cause to vomit, make one regurgitate (fig.). Kod. kakk- (kakki-) to vomit. Tu. kakkuni id.; kakkavuni to cause to vomit; kakka{a constant vomiting. Te. k(r)akku to vomit, disgorge; n. vomiting; kakkfi-devulu bilious vomiting (cf. 3406); kakkudu vomit, vomiting. Ga. (S.2) kak- to vomit. Go. (Tr.) kakkana, (Ph. W.) kokk- to’ vomit (Voc. 450). Konda kak- (-t-) id. Pe. kak- (-t-) id.; kabga- id. (intensive; < kag-ba-); kakohin (pl) vomit, what is vomited. Mand. kak- to vomit; intens. kabga-. Kuwi (S.) kak- winai, kokowi/kakkiwi dnai id.; (Isr.) kakv- (-it-) id.; kakva nm. vomit. Malt. qagjre to expectorate. Cf. 1477 Ta. kal. DED(S) 909. 1080 Kui kapka (<_ kak-p-; kakt-) to laugh, laugh at, ridicule; m. laughter, ridicule. Kuwi (Su.) kak- (-h-), (F.) kakhali, (S.) kakh’nai to laugh; (S.) kakpinai to joke; kakini merry; kakni kakni Iehe dnai to smile."
