word,count,n_source_files
िुमििवै,1,1
इत्यामदपरिभाषायाों,1,1
िुशब्दस्य,1,1
सूक्तद्वये,1,1
परिभामषित्वाि,1,1
वक्ष्यमार्स्य,1,1
आनुष्टुभोंत्व,1,1
ऋमषदेविे,1,1
पूवणवि्,1,1
अमभप्लवषडिस्य,1,1
उक्थ्येषु,1,1
सवनेऽच्छावाकस्य,1,1
मत्रयृस्तचः,1,1
एि्यू,1,1
मगि,1,1
िथीरिव,1,1
सूमत्रिम्,1,1
शिऽक्रि,1,1
वोंशम्ऽइव,1,1
बहुकमणन्,1,1
बहुप्रज्ञ,1,1
त्वाों,1,1
ुस्तवन्ति,1,1
अचणनिेिुमन्त्रयुक्ता,1,1
अचणनीयममन्द्रम्,1,1
शस्त्रगिैमैणन्त्रः,1,1
प्रशों,1,1
ह्मप्रब्रभृिय,1,1
ह्मर्ाः,1,1
उन्नमिों,1,1
प्रापयन्ति,1,1
दृष्टािः,1,1
वोंशाेग्र,1,1
नृत्यिः,1,1
मशन्तिनः,1,1
प्रौढों,1,1
वोंशमुन्निों,1,1
सन्मागणवमिणनः,1,1
स्वकीयों,1,1
लमुन्निों,1,1
िद्वि्,1,1
एिामृचों,1,1
एवों,1,1
व्याचष्ट,1,1
प्राचण,1,1
िेऽकण,1,1
ब्राह्मर्ास्त्वा,1,1
उेद्यममिे,1,1
वोंश,1,1
वनशय,1,1
वननाच्छ,1,1
शोंब्द,1,1
व्याचेष्ट,1,1
यदेनमचणन्त्यको,1,1
यदेनेनाचणन्त्यकण,1,1
मोंन्न,1,1
भवत्यचणमि,1,1
भूिान्यको,1,1
कटुमकम्ना,1,1
मपत्त्वाि्,1,1
लसावणधािुकत्वाच्च,1,1
धािुरुदात्तः,1,1
गायोंत्र,1,1
येषामुद्ग,1,1
भौवामदकः,1,1
धािुस्वि,1,1
पादामदत्वाि्,1,1
अचेणन्त्यमभरिमि,1,1
िैिचणनीयिया,1,1
िदात्मक,1,1
ऽमप,1,1
लक्षर्या,1,1
पुमस,1,1
किेर्,1,1
मघण्ण्य,1,1
चकािस्य,1,1
ककािः,1,1
सिीत्यमकण,1,1
एकाक्षिृ,1,1
ात्कि,1,1
सिम्याों,1,1
ृस्मिौ,1,1
यद्यमप,1,1
प्रमिमषद्धौ,1,1
िथाप्यत्र,1,1
व्यत्ययाि्,1,1
प्रत्ययस्विेर्,1,1
सोंमििायाम्,1,1
अवादेशे,1,1
शाकल्यस्य,1,1
वकािल,1,1
वोंशशब्दः,1,1
इवेन,1,1
मवभवत्यल,1,1
पूवणपदप्रकृ,1,1
मिस्विोंत्व,1,1
मशष्यिे,1,1
उपिमे,1,1
मिङ्,1,1
ङमिङः,1,1
गीयमानसामयुक्ता,1,1
इन्द्रममि्,1,1
इन्द्रमेव,1,1
त्वाममन्तद्ध,1,1
मृमच,1,1
उेत्पन्नन,1,1
बृिन्नामके,1,1
साम्ना,1,1
ुस्तिविः,1,1
ऋूग्रपैमणैन्त्रः,1,1
त्ववमशष्ट,1,1
अध्वयणवेस्त,1,1
वान्तियणजूरूपामभः,1,1
मन्त्रपिोंत्व,1,1
येास्कन,1,1
क्तम्,1,1
यदेनेनाचणन्ति,1,1
श्ल,1,1
इत्यामदषु,1,1
सिपञ्चाश,1,1
ुत्स,1,1
नामसु,1,1
वाशी,1,1
वार्ी,1,1
