id,site,signs,pdr_reading,sanskrit,translation_yaj,coverage
1444.1,Harappa,M324 M086 M276 M326 M310,kur-oru-kur-kur-kur,Anam varan,O breathing[RV 10.129.2] concealer[√वृ शतृ][SR: uṣnīṣiṇ],1.0
1445.1,Harappa,M217 M033 M316 M002 M172 M032,kur-puli-kur-kuṉ-kur-koL,hayavan jana,O horse-man[RV] [SR: aśvapati],1.0
1446.1,Harappa,M217 M033 M316 M002 M385 M808,kur-puli-kur-kuṉ-kur-ōṭu,taru-aYjan,O Swift[RV] anointer[√अञ्ज् शतृँ][SR: bhiṣak],1.0
1447.1,Harappa,M324 M230 M003 M002 M095,kur-kur-kalam-kuṉ-vē,tva jazan,The one[RV] Destroyer[√जष् शतृ],1.0
1448.1,Harappa,M202 M385 M289,can-kur-kur,ref:455.1,,1.0
1449.1,Harappa,M301 M230 M056 M002 M385,kur-kur-miN4-kuṉ-kur,rava-maham,The roaring[√रु अच्] mighty[RV] one,1.0
1456.1,Harappa,M324 M154 M003 M002 M054 M316,kur-kur-kalam-kuṉ-mi-kur,anAtma-A-vAjAn,The flesh-and-blood[śbr] steeds[RV],1.0
1457.1,Harappa,M324 M332 M349 M013,kur-intu-kur-nakaram,tad-arRa,Thus[MBh] the Stream[RV] (Ganga),1.0
1459.1,Harappa,M324 M288 M154 M014 M378,kur-kur-kur-tiru-kur,rasa-ABAM,essence[RV] of beauty[MBh],1.0
1460.1,Harappa,M385 576 M226,kur-[576]-kur,dada-Bara,O giving[Pāṇ] bearer[RV],0.667
1461.1,Harappa,M324 M154 M482 M195 M154,kur-kur-pa-kur-kur,A-sahAn,The mighty ones[RV],1.0
1462.1,Harappa,M324 M095,kur-vē,ref:892.2,,1.0
1465.1,Harappa,M138 M001 M280 M332 M221,kur-tōḷ-kur-intu-al,SarvA,The goddess Umā[Bhp],1.0
1466.1,Harappa,M324 770 M060 M002 M385,kur-[770]-kāṇṭāmirukam-kuṉ-kur,rava-amatram,O roaring[√रु अच्] mighty one[RV],0.8
1467.1,Harappa,M324 M086 M276 M355,kur-oru-kur-lu,rava-raRa,O Roaring[√रु अच्] joy[RV],1.0
1469.1,Harappa,M147,kur,ref:1266.1,,1.0
1471.1,Harappa,M324 M032 M349 M058 M060 M230,kur-koL-kur-ke-kāṇṭāmirukam-kur,asamam daham,The unequalled[RV] destroyer[√दह् अच्],1.0
1478.1,Harappa,M004 M003,kēḷ-kalam,ref:693.3,,1.0
1479.1,Harappa,M217 M058 M364 M002 M385,kur-ke-kur-kuṉ-kur,rava-Samana,O roaring[√रु अच्] destroyer[MBh],1.0
1480.1,Harappa,M090 M324 M050 M032,aintu-kur-pār-koL,sa-mAna,O one with honor[MBh],1.0
1481.1,Harappa,M217 M193,kur-ḷā,ref:39.1,,1.0
1483.1,Harappa,M301 M011,kur-kaḷiṟu,tama,O the most desired one[Kir],1.0
1484.1,Harappa,M294 M091 M280 M378 M002 M378,kur-aru-kur-kur-kuṉ-kur,rava-ravat-cala,O one who wanders[√चल् लोट्] roaringly[√रु p. रवत्] [repetition for intensity],1.0
1487.1,Harappa,M324 M086 M276 M060 795,kur-oru-kur-kāṇṭāmirukam-[795],rama-varam,The calm[√रम् अच्] excellent one[RV],0.8
1488.1,Harappa,M086 M871,oru-pōr,rara,May you all(gods) give[√रा लिट् 2p],1.0
1489.1,Harappa,M324 M154 M005,kur-kur-kōṉ,pAn,O protector[√पा शतृ],1.0
1490.1,Harappa,M040 833 528,ri-[833]-[528],kzaRa,O destroyer[√क्षण् अच्],0.333
1491.1,Harappa,M001 M050 M016 M002 M378,tōḷ-pār-kaḷiṟu-kuṉ-kur,ravasamaya,O Roaring one[RV; मयट्],1.0
1492.1,Harappa,M324 M230 M463 M091 M325 M276 M032,kur-kur-ci-aru-kur-kur-koL,svana-Cada-han,"O roaring[RV] Coverer[=Vṛtr, BhP] killer[RV vṛtrahan]",1.0
1493.1,Harappa,M004 M031,kēḷ-kai,Aya,O wanderer[आ-√अय् अच्],1.0
1494.1,Harappa,M145 M143,miṭ-maṇ,ref:1266.1,,1.0
1495.1,Harappa,M086 M004,oru-kēḷ,ref:17.1,,1.0
1496.1,Harappa,M324 M172 M033 M325 M310,kur-kur-puli-kur-kur,An aYjAna,"O prāṇa[√अन् क्विप्], O anointer[√अञ्ज् चानश्][SR: bhiṣak]",1.0
1497.1,Harappa,M324 M061,kur-ka,ref:32.1,,1.0
1501.1,Harappa,M217 M098 M091 M031,kur-āl-aru-kai,aCinna,O undivided[√छिद् क्त] one[=Śiva; Sivagīta niṣkala],1.0
1510.1,Harappa,M217 M033 M316 M031,kur-puli-kur-kai,A-aYjan,O anointing one[आ √अञ्ज् शतृ ; SR: bheṣaja],1.0
1518.1,Harappa,M090 M324 M035 M346 M061,aintu-kur-po-kur-ka,tu pAna,"I pray[RV], O protector[√पा चानश्]",1.0
1530.1,Harappa,M324 M067 M275 M060 M256,kur-kōṭṭāṉ-kur-kāṇṭāmirukam-kur,kam nATAn,The excellent[śbr] protectors[MBh],1.0
1532.1,Harappa,M098 M139,āl-kur,ref:281.1,,1.0
1533.1,Harappa,M324 M382 M032,kur-kur-koL,ref:930.2,,1.0
1534.1,Harappa,M324 M154 M005 M033,kur-kur-kōṉ-puli,japAn,prayers[śBr],1.0
1535.1,Harappa,M098 M221 M031 M325,āl-al-kai-kur,A-nAmEH,By names,1.0
1536.1,Harappa,M324 M289 M017 M050 M092 M364,kur-kur-kai-pār-elu-kur,hawam Samam,The shining[√हट् अच्] tranquil[MBh] one,1.0
1539.1,Harappa,M086 M003,oru-kalam,ref:464.1,,1.0
1540.1,Harappa,M324 M086 M276 M070 M032 M002 M385,kur-oru-kur-vēl-koL-kuṉ-kur,ravasa-svarRa,O Roaring[RV] golden one[Yājñ][SR: hiraṇyabāhu],1.0
1540.2,Harappa,M324 M086 M276 M070 M032 M002 M385,kur-oru-kur-vēl-koL-kuṉ-kur,ref:1540.1,,1.0
1541.1,Harappa,822,[822],haraH,The Seizer[=Rudra; RV],0.0
1541.2,Harappa,M324 639 M062 M002 M188 M073 M777,kur-[639]-erutu-kuṉ-kur-kōṉ-um,raSmA-avamatam,The reiner[RV 6.67.1] of the despised[Mn],0.857
1543.1,Harappa,M002 M202 M071,kuṉ-can-nal,tanavaH,O the various forms of Rudra[Śak; SR viśvarūpebhyaḥ],1.0
1544.1,Harappa,M324 M320 M058 M050 M032,kur-kur-ke-pār-koL,saM-madan,O one who is completely[RV] at bliss[√मद् शतृ],1.0
1545.1,Harappa,M368 M172 M001,kur-kur-tōḷ,At,"O eater(destroyer) of everything[आ-√अद् mvs; =annāda(AV 19.55.5),kālāgni]",1.0
1548.1,Harappa,M011 M050 M530,kaḷiṟu-pār-vē,azwatama,"The eight formed one[=Śiva, MBh. 3.1939]",1.0
1551.1,Harappa,M301 M230 M002 M035 M276,kur-kur-kuṉ-po-kur,vaDa-A-vAham,The carrier[Mn] of the Thunderbolt(Indra)[RV],1.0
1552.1,Harappa,M324 M615 M495 M002 M825,kur-ci-iṭ-kuṉ-mu,rava anan,"O Roarer[√रु अच्], O one who breathes[RV 10.129.2]",1.0
1552.2,Harappa,M324 M182 M276 M893 M001 M615,kur-kur-kur-ta-tōḷ-ci,nAda-da-vaDam,"O roaring(roar-giving)[RV, Pāṇ] Killer[√हन् अप्]",1.0
1553.1,Harappa,M058 M645,ke-pa,kam,well[ŚBr]; Prajāpati [ka=Prajāpati RV 10.121],1.0
1557.1,Harappa,M001 M304 M354 M035 M369 M033,tōḷ-vēṟ-kur-po-kur-puli,jawa-Da acale,The braid possessing one(Śiva)[Hariv;RV] in the mountain[SkandaP][sandhi धाः अ -> धा अ][SR: kapardin giriśa],1.0
1560.1,Harappa,M280 M270 M324 M230,kur-muḷ-kur-kur,A-sAntva,O gentle one[R; =Śiva],1.0
1564.1,Harappa,M217 M033 M316 M058 M062 M364 M002 M378,kur-puli-kur-ke-erutu-kur-kuṉ-kur,ravasam maYjanam,resounding[√मञ्ज् ल्युट्] Roar[VS],1.0
1569.1,Harappa,M086 M061 M324 M364,oru-ka-kur-kur,Sam tara,Bless[RV](us) O Śiva[MBh],1.0
1574.1,Harappa,M086 M845 M011 M324 M058 M062 M230 M365 M263,oru-ta-kaḷiṟu-kur-ke-erutu-kur-vāṉ-kur,tanA-Sama manTa-Dara,"O eternally[RV] tranquil[RV] one, O death-bearer[Bālar Mbh]",1.0
1575.1,Harappa,M217 M095 M033 M316 M062 M230,kur-vē-puli-kur-erutu-kur,asama-aYjAna,O unequalled[RV] anointer[√अञ्ज् चानश्][SR: bhiṣak],1.0
1576.1,Dholavira,M324 M276 M017,kur-kur-kai,savam,The pressing of Soma juice[RV],1.0
1580.1,Harappa,M086 M004 M060 M256,oru-kēḷ-kāṇṭāmirukam-kur,kam cara,O excellent[RV] wanderer[√चर् अच्],1.0
1581.1,Harappa,M324 M007 M210 M626 M195,kur-aaL-kur-ka-kur,hara-Ahan,O seizing[MBh] killer[RV],1.0
1583.1,Harappa,M355 M324,lu-kur,ref:57.1,,1.0
1584.1,Harappa,M324 M050 M032,kur-pār-koL,ref:1248.1,,1.0
1585.1,Harappa,M004 M364 M468,kēḷ-kur-ay,ref:622.1,,1.0
1586.1,Harappa,M238 M364,kur-kur,SaSI,The moon[MBh],1.0
1587.1,Harappa,M301 M554 M020,kur-il-kuṉ,A-ASam,The maker[ā cf RV 1.55.1 आतपः] of Food[RV][Sri Rudram:andhasaspati],1.0
1588.1,Harappa,M004 M364 M468,kēḷ-kur-ay,ref:622.1,,1.0
1594.1,Harappa,M217 M058 M002 M385 M268 M342,kur-ke-kuṉ-kur-kur-ay/ā,Basa-rava-mana,O shiner[√भस् अच्] roarer[√रु अच्] meditator[√मन् अच्],1.0
1594.2,Harappa,M378,kur,raRa,joy[RV],1.0
1596.1,Harappa,M697 M510,kol-um,ref:194.1,,1.0
1599.1,Harappa,M324 M086 M276 M060 M202 M364,kur-oru-kur-kāṇṭāmirukam-can-kur,sana-ama-varam,"The ancient[RV], powerful[RV], eminent[MBh] one",1.0
1600.1,Harappa,M324 M086 M276 M060 M202 M364,kur-oru-kur-kāṇṭāmirukam-can-kur,ref:1599.1,,1.0
1601.1,Harappa,M324 M194,kur-kaṭ,ref:39.1,,1.0
1602.1,Harappa,M324 M172 M062 M002 M385,kur-kur-erutu-kuṉ-kur,ref:280.1,,1.0
1602.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1603.1,Harappa,M098 M217 M058,āl-kur-ke,ref:406.2,,1.0
1604.1,Harappa,M324 M194 M230 M056,kur-kaṭ-kur-miN4,ref:1206.1,,1.0
1605.1,Harappa,M324 M194 M230 M056,kur-kaṭ-kur-miN4,ref:1206.1,,1.0
1607.1,Harappa,M137 M002 M378,kuṟ-kuṉ-kur,ref:1269.1,,1.0
1607.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1608.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1610.1,Harappa,M712 M349 M098 M324 M283,nallavar-kur-āl-kur-kur,ref:776.1,,1.0
1611.1,Harappa,M310 M033 M137 M002 M378,kur-puli-kuṟ-kuṉ-kur,rava ajana,"O Roarer[√रु अच्], O instigator[Brahman/Creator RV 2.13.7]",1.0
1614.1,Harappa,M098 M324 M016 M210,āl-kur-kaḷiṟu-kur,ref:730.1,,1.0
1615.1,Harappa,M098 M324 M016 M210,āl-kur-kaḷiṟu-kur,ref:730.1,,1.0
1618.1,Harappa,M702,ci,ref:26.1,,1.0
1619.1,Harappa,M301 M230 M060 M378,kur-kur-kāṇṭāmirukam-kur,ramA-aSma,O one with spendorous[Cāṇ] Thunderbolt[RV],1.0
1620.1,Harappa,M316 M172,kur-kur,ref:26.1,,1.0
1620.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1621.1,Harappa,M031 M480 M342 M154,kai-vi-ay/ā-kur,A-BasA,The Splendorous one(dawn)[√भस् अच्],1.0
1622.1,Harappa,M086 M004 M002 M385,oru-kēḷ-kuṉ-kur,ref:401.1,,1.0
1623.1,Harappa,M324 M794,kur-ru,Una,O small one[AV; =kṣulla=Rudra],1.0
1625.1,Harappa,M324 M032 M349,kur-koL-kur,ref:535.1,,1.0
1626.1,Harappa,M158 M364 M465,kur-kur-tu,ref:622.1,,1.0
1628.1,Harappa,M158 M364 M465,kur-kur-tu,ref:622.1,,1.0
1630.1,Harappa,M324 M230 M215 M015,kur-kur-kur-mā,pada-han,O Wandering[√पद् अच्] killer[RV],1.0
1631.1,Harappa,M324 M230 M463 M354,kur-kur-ci-kur,ref:1224.1,,1.0
1633.1,Harappa,M324 M086 M276 M062,kur-oru-kur-erutu,ref:1057.1,,1.0
1633.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1634.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1636.1,Harappa,M098 M324 M009 M194 M193,āl-kur-āṇ-kaṭ-ḷā,ref:494.1,,1.0
1637.1,Harappa,M310 M327,kur-kur,ref:365.1,,1.0
1637.2,Harappa,M324 M332 M482 M062,kur-intu-pa-erutu,ref:1023.1,,1.0
1639.2,Harappa,M310 M327,kur-kur,ref:365.1,,1.0
1641.1,Harappa,M098 M324 M050 M092 M230,āl-kur-pār-elu-kur,ref:1234.1,,1.0
1643.1,Harappa,M098 M324 M086 M276 M060 M364,āl-kur-oru-kur-kāṇṭāmirukam-kur,ref:1235.1,,1.0
1644.1,Harappa,M098 M324 M086 M276 M060 M364,āl-kur-oru-kur-kāṇṭāmirukam-kur,ref:1235.1,,1.0
1645.1,Harappa,M098 M324 M086 M276 M060 M364,āl-kur-oru-kur-kāṇṭāmirukam-kur,ref:1235.1,,1.0
1646.1,Harappa,M098 M324 M086 M276 M060 M364,āl-kur-oru-kur-kāṇṭāmirukam-kur,ref:1235.1,,1.0
1647.1,Harappa,M098 M324 M086 M276 M060 M364,āl-kur-oru-kur-kāṇṭāmirukam-kur,ref:1235.1,,1.0
1649.1,Harappa,M086 M005 M325 M208 M561,oru-kōṉ-kur-kur-aṉ,Ahana-para,the supreme[RV] killer[आ-हन्],1.0
1650.1,Harappa,M324 M009 M283,kur-āṇ-kur,ref:1489.1,,1.0
1651.1,Harappa,M324 M009 M283,kur-āṇ-kur,ref:1489.1,,1.0
1653.1,Harappa,M098 M004 M188 M073,āl-kēḷ-kur-kōṉ,ref:234.2,,1.0
1653.2,Harappa,M098 M004 M283 M050,āl-kēḷ-kur-pār,ref:220.1,,1.0
1656.1,Harappa,M697,kol,ananan,[न अनन् √अन् शतृ] The unbreathing one[RV 10.129.2],1.0
1656.2,Harappa,M324 M320 M355,kur-kur-lu,radan,O who splits[√रद् शतृ] [SR: avabhindate],1.0
1657.1,Harappa,M324 M320 M355,kur-kur-lu,ref:1656.2,,1.0
1657.2,Harappa,M697,kol,ref:1656.1,,1.0
1658.1,Harappa,M065 826,kuTam-[826],ref:57.1,,0.5
1658.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1659.1,Harappa,M098 M324 M050 M092 M230,āl-kur-pār-elu-kur,ref:1234.1,,1.0
1659.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1660.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1662.1,Harappa,M001 M349 M095,tōḷ-kur-vē,tad ayaH,Those rising sun rays[YV; SR: tviṣīmat],1.0
1662.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1663.1,Harappa,M032 M257 M349,koL-kur-kur,dahaH,The one who burns[√दह् अच् RV],1.0
1663.2,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
1665.1,Harappa,M324 M230 M364 M002 M086 M530 M325,kur-kur-kur-kuṉ-oru-vē-kur,A-nASa-rava-sAham,The mighty[RV] Roaring[√रु] Destroyer[MBh],1.0
1665.2,Harappa,M310 M033 M711 M335 M289 M099,kur-puli-ma-kur-kur-kol/koḷ,ref:300.2,,1.0
1666.1,Harappa,M098 M525 M230 M033 M316 M062,āl-mu-kur-puli-kur-erutu,ref:512.2,,1.0
1666.2,Harappa,M310 M033 M711 M335 M289 M099,kur-puli-ma-kur-kur-kol/koḷ,ref:300.2,,1.0
1667.1,Harappa,M324 M364 M325 M031 M032 M716,kur-kur-kur-kai-koL-kaṇ,daSa-Ana-han,Killer[RV] of the ten[RV] faced[NBD] one,1.0
1667.2,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1668.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1668.2,Harappa,M086 M004 M020,oru-kēḷ-kuṉ,ref:430.1,,1.0
1669.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1669.2,Harappa,M086 M004 M385,oru-kēḷ-kur,fc-cara,O Vedic ṛc[RV] practicing one [Pāṇ],1.0
1670.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1671.1,Harappa,M324 M098 M031 M061,kur-āl-kai-ka,ref:929.1,,1.0
1671.2,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
1672.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1672.2,Harappa,M324 M172 M062,kur-kur-erutu,ref:316.1,,1.0
1674.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1675.1,Harappa,M098,āl,ref:1266.1,,1.0
1675.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1676.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
1677.1,Harappa,M824 M182 M099,māṉ-kur-kol/koḷ,ref:295.1,,1.0
1677.2,Harappa,M217 M050 M092,kur-pār-elu,ref:221.1,,1.0
1678.1,Harappa,M824 M182 M099,māṉ-kur-kol/koḷ,ref:295.1,,1.0
1678.2,Harappa,M098 M324 M194 M310 M033,āl-kur-kaṭ-kur-puli,jAn SaniH,The creator[√जन् क्विप्] Śiva[W],1.0
1679.2,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
1680.1,Harappa,M098 M217 M050 M016,āl-kur-pār-kaḷiṟu,ref:258.1,,1.0
1680.2,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1681.1,Harappa,M098 M324 M384 M033,āl-kur-kur-puli,jaBAni,The destroyers[√जभ् अच्],1.0
1681.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1682.2,Harappa,M230 M058,kur-ke,ref:679.3,,1.0
1683.1,Harappa,M098 M004 896,āl-kēḷ-[896],dayI,One who has a protector[√दय् अच् इनि],0.667
1683.2,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1684.1,Harappa,M098 M004 896,āl-kēḷ-[896],ref:1683.1,,0.667
1684.2,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1685.1,Harappa,M098 M232 M060,āl-kur-kāṇṭāmirukam,ama-A-namanI,Mighty[RV] one with the bent (bow)[Śiś][SR: vijyaṃ dhanuḥ],1.0
1685.2,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1686.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1687.1,Harappa,M370 M221,kur-al,saKa,O companion[Agni/Rudra companion of Maruts; RV 8.103.14],1.0
1687.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1689.1,Harappa,M158 M999 M792,kur-mu-uḷ,tawya,O Śiva[MBh],1.0
1689.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1690.1,Harappa,M032 M378 M009 M092,koL-kur-āṇ-elu,tAraH,Rudra[ŚiraUp],1.0
1690.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1691.1,Harappa,M324 M309 M256 M490,kur-kur-kur-ar,akamAna,O constant wanderer[√अक् चानश्; SR: niceru],1.0
1691.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1692.1,Harappa,M310 M036,kur-tiru,ref:39.1,,1.0
1692.2,Harappa,M092 M035 M346,elu-po-kur,ref:1250.1,,1.0
1693.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1695.1,Harappa,M324 M482 M062 M002 M385,kur-pa-erutu-kuṉ-kur,ref:729.2,,1.0
1695.2,Harappa,M324 M194 M050 M060,kur-kaṭ-pār-kāṇṭāmirukam,ref:729.1,,1.0
1696.1,Harappa,M324 M482 M062 M002 M385,kur-pa-erutu-kuṉ-kur,ref:729.2,,1.0
1696.2,Harappa,M324 M194 M050 M060,kur-kaṭ-pār-kāṇṭāmirukam,ref:729.1,,1.0
1697.1,Harappa,M324 M482 M062 M002 M385,kur-pa-erutu-kuṉ-kur,ref:729.2,,1.0
1697.2,Harappa,M324 M194 M050 M060,kur-kaṭ-pār-kāṇṭāmirukam,ref:729.1,,1.0
1699.1,Harappa,M098 M158 M172 M736,āl-kur-kur-ay,ref:1253.1,,1.0
1700.1,Harappa,M296 M324 M335 M324 M194 M002 M154 M491,kur-kur-kur-kur-kaṭ-kuṉ-kur-tu,ref:370.1,,1.0
1700.2,Harappa,M310 M032 M324 M335 M289 M099,kur-koL-kur-kur-kur-kol/koḷ,ref:370.2,,1.0
1701.1,Harappa,M202 M035,can-po,pana,O one worthy of admiration[√पन् अच्],1.0
1701.2,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1702.2,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1703.1,Harappa,M098 M378 M009 M092,āl-kur-āṇ-elu,tArI,One who helps cross over[MBh],1.0
1703.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1704.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1704.2,Harappa,M217 M072 M219,kur-mā-kur,ref:1257.1,,1.0
1705.1,Harappa,M098 M324 M086 M276,āl-kur-oru-kur,ref:1133.1,,1.0
1705.2,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
1706.1,Harappa,M098 M324 M309 M018,āl-kur-kur-nēr,aSmani,In the firmament(heavens)[RV],1.0
1706.2,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1707.1,Harappa,M324 M309 M018,kur-kur-nēr,aSman,"O rudra as the sky[RV; =divi, Sri Rudram]",1.0
1707.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1708.1,Harappa,M217 M062,kur-erutu,ref:282.2,,1.0
1708.2,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
1710.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1710.2,Harappa,M324 M642 M062 M001 M256,kur-pa-erutu-tōḷ-kur,kA-mattam,The Roaring[√कै अच्] Overjoyed one[AV],1.0
1711.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1711.2,Harappa,M324 M642 M062 M001 M256,kur-pa-erutu-tōḷ-kur,ref:1710.2,,1.0
1712.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
1712.2,Harappa,M324 M636 M062 M060 M256,kur-vi-erutu-kāṇṭāmirukam-kur,ref:424.2,,1.0
1715.1,Harappa,M202 M385,can-kur,ref:57.1,,1.0
1715.2,Harappa,M324 M032 M349,kur-koL-kur,ref:535.1,,1.0
1716.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1717.1,Harappa,M139 M002 M378,kur-kuṉ-kur,ref:1269.1,,1.0
1717.2,Harappa,M310 M032 M086,kur-koL-oru,ref:288.1,,1.0
1719.1,Harappa,M301 M554 M002 M378,kur-il-kuṉ-kur,ref:682.2,,1.0
1719.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1720.1,Harappa,M098 M324 M256 M436 M073,āl-kur-kur-mu-kōṉ,mAKAni,Oblations[Hariv],1.0
1720.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1723.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1724.1,Harappa,M324 M615 M495 M002 M385,kur-ci-iṭ-kuṉ-kur,ref:1552.1,,1.0
1724.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1725.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1725.2,Harappa,M098 M011,āl-kaḷiṟu,ttiH,A gift[RV 9.65.17],1.0
1727.1,Harappa,M098 M324 M355,āl-kur-lu,raRI,The joyful one[रण इनि],1.0
1728.1,Harappa,M098 M324 M385,āl-kur-kur,ref:1727.1,,1.0
1729.1,Harappa,M098 M301 M195,āl-kur-kur,ref:624.2,,1.0
1730.1,Harappa,M324 M349 M002,kur-kur-kuṉ,vadana,face[ŚBr],1.0
1732.1,Harappa,M098 M324 M009 M031 M316,āl-kur-āṇ-kai-kur,annAni,Foods[RV],1.0
1732.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1733.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1733.3,Harappa,M324 M009 M092,kur-āṇ-elu,ref:459.2,,1.0
1734.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1735.1,Harappa,M098 M324 M182 M268,āl-kur-kur-kur,ref:681.1,,1.0
1735.2,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1736.1,Harappa,M098 M324 M182 M268,āl-kur-kur-kur,ref:681.1,,1.0
1736.2,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
1737.1,Harappa,M033,puli,ref:337.1,,1.0
1738.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1738.2,Harappa,M324 M332 M268 M058 M050,kur-intu-kur-ke-pār,mama trARa,O my[RV] protector[ChUp],1.0
1739.1,Harappa,M324 M177 M056,kur-na-miN4,ref:467.2,,1.0
1739.2,Harappa,M034 M310,tōḷ-kur,ref:396.1,,1.0
1740.1,Harappa,M098 M324 M335 M003,āl-kur-kur-kalam,jamAni,The consumers[√जम् अच्][anp],1.0
1740.2,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
1741.1,Harappa,M324 M086 M276 M060,kur-oru-kur-kāṇṭāmirukam,ama-varan,O mighty[RV] concealer[√वृ शतृ],1.0
1741.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
1742.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1743.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1744.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1745.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1746.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1747.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1748.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1749.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1750.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1751.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1752.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1753.1,Harappa,M217 M062 M002 M086 M501,kur-erutu-kuṉ-oru-kaṇ,ref:1277.1,,1.0
1754.1,Harappa,M324 M086 M276 M256 M436 M073 M154 M318 M050 M092 M364,kur-oru-kur-kur-mu-kōṉ-kur-kur-pār-elu-kur,ref:291.1,,1.0
1755.1,Harappa,M324 M086 M276 M256 M436 M073 M154 M318 M050 M092 M364,kur-oru-kur-kur-mu-kōṉ-kur-kur-pār-elu-kur,ref:291.1,,1.0
1756.1,Harappa,M324 M086 M276 M256 M436 M073 M154 M318 M050 M092 M364,kur-oru-kur-kur-mu-kōṉ-kur-kur-pār-elu-kur,ref:291.1,,1.0
