MOHENJODARO

|  3318 | 510011 | 21 | 21190  |
| --- | --- | --- | --- |
|  3319 | 510001 | 20001 | 3320 510001  |
|  3321 | 510001 | 22990 | 3322 510001  |
|  3323 | 510001 | 21490 | 3325 500001  |
|  3326 | 510001 | 21690 | 3328 510001  |
|  3329 | 510001 | 20790 | 3329 510001  |
|  3331 | 510001 | 21690 | 3332 510001  |
|  3333 | 500001 | 21090 | 3333 500001  |
|  3334 | 510003 | 20001 | 3335 510002  |
|  3336 | 510001 | 20790 | 3336 510001  |
|  3337 | 500001 |  |   |

93
