book,chapter,strophe,verse,n_words,padapatha_words_ws_joined
3,39,5,2,9,satyam tat indraḥ daśabhiḥ daśagvaiḥ sūryam viveda tamasi kṣiyantam
3,39,6,1,9,indraḥ madhu saṃbhṛtam usriyāyām padvat viveda śaphavat name goḥ
3,39,6,2,9,guhā hitam guhyam gūḍham apsu haste dadhe dakṣiṇe dakṣiṇāvān
3,39,7,1,8,jyotiḥ vṛṇīta tamasaḥ vijānan āre syāma duritāt abhīke
3,39,7,2,10,imāḥ giraḥ soma pāḥ soma vṛddha juṣasva indra purutamasya kāroḥ
3,39,8,1,9,jyotiḥ yajñāya rodasī anu ṣyāt āre syāma duritasya bhūreḥ
3,39,8,2,9,bhūri cit hi tujataḥ martyasya su pārāsaḥ vasavaḥ barhaṇāvat
3,39,9,1,8,śunam huvema maghavānam indram asmin bhare nṛtamam vājasātau
3,39,9,2,8,śṛṇvantam ugram ūtaye samatsu ghnantam vṛtrāṇi saṃjitam dhanānām
3,40,1,1,7,indra tvā vṛṣabham vayam sute some havāmahe
3,40,1,2,4,sa pāhi madhvaḥ andhasaḥ
3,40,2,1,7,indra kratu vidam sutam somam harya puruṣṭuta
3,40,2,2,3,pibā vṛṣasva tātṛpim
3,40,3,1,7,indra pra ṇaḥ dhitāvānam yajñam viśvebhiḥ devebhiḥ
3,40,3,2,3,tira stavāna viśpate
3,40,4,1,8,indra somāḥ sutāḥ ime tava pra yanti satpate
3,40,4,2,3,kṣayam candrāsaḥ indavaḥ
3,40,5,1,7,dadhiṣva ā jaṭhare sutam somam indra vareṇyam
3,40,5,2,3,tava dyukṣāsaḥ indavaḥ
3,40,6,1,7,girvaṇaḥ pāhi naḥ sutam madhoḥ dhārābhiḥ ajyase
3,40,6,2,4,indra tvādātam id yaśaḥ
3,40,7,1,6,abhi dyumnāni vaninaḥ indram sacante akṣitā
3,40,7,2,3,pītvī somasya vāvṛdhe
3,40,8,1,7,arvāvataḥ naḥ ā gahi parāvataḥ ca vṛtrahan
3,40,8,2,4,imāḥ juṣasva naḥ giraḥ
3,40,9,1,6,yat antarā parāvatam arvāvatam ca hūyase
3,40,9,2,5,indra iha tatas ā gahi
3,41,1,1,8,ā tū naḥ indra madryak huvānaḥ soma pītaye
3,41,1,2,3,haribhyām yāhi adrivas
3,41,2,1,7,sattaḥ hotā naḥ ṛtviyaḥ tistire barhiḥ ānuṣak
3,41,2,2,3,ayujran prātar adrayaḥ
3,41,3,1,8,imā brahma brahma vāhaḥ kriyante ā barhiḥ sīda
3,41,3,2,3,vīhi śūra puroﾱāśam
3,41,4,1,6,rārandhi savaneṣu naḥ eṣu stomeṣu vṛtrahan
3,41,4,2,3,uktheṣu indra girvaṇaḥ
3,41,5,1,7,matayaḥ soma pām urum rihanti śavasas patim
3,41,5,2,4,indram vatsam na mātaraḥ
3,41,6,1,7,sa mandasvā hi andhasaḥ rādhase tanvā mahe
3,41,6,2,4,na stotāram nide karaḥ
3,41,7,1,5,vayam indra tvāyavaḥ haviṣmantaḥ jarāmahe
3,41,7,2,4,uta tvam asmayuḥ vaso
3,41,8,1,9,mā āre asmat vi mumucaḥ hari priya arvāṅ yāhi
3,41,8,2,4,indra svadhāvas matsva iha
3,41,9,1,7,arvāñcam tvā sukhe rathe vahatām indra keśinā
3,41,9,2,4,ghṛta snū barhiḥ āsade
3,42,1,1,8,upa naḥ sutam ā gahi somam indra gavāśiram
3,42,1,2,4,haribhyām yaḥ te asmayuḥ
3,42,2,1,8,tam indra madam ā gahi _ grāvabhiḥ sutam
3,42,2,2,4,kuvid nu asya tṛpṇavaḥ
3,42,3,1,8,indram itthā giraḥ mama acchā aguḥ iṣitāḥ itas
3,42,3,2,3,āvṛte soma pītaye
3,42,4,1,6,indram somasya pītaye stomaiḥ iha havāmahe
3,42,4,2,3,ukthebhiḥ kuvid āgamat
3,42,5,1,7,indra somāḥ sutāḥ ime tān dadhiṣva śatakrato
3,42,5,2,2,jaṭhare vājinīvaso
3,42,6,1,7,vidma hi tvā dhanañjayam vājeṣu dadhṛṣam kave
3,42,6,2,4,adhā te sumnam īmahe
3,42,7,1,8,imam indra gavāśiram yava āśiram ca naḥ piba
3,42,7,2,3,āgatyā vṛṣabhiḥ sutam
3,42,8,1,8,tubhya id indra sve okye somam codāmi pītaye
3,42,8,2,4,eṣa rārantu te hṛdi
3,42,9,1,6,tvām sutasya pītaye pratnam indra havāmahe
3,42,9,2,2,kuśikāsaḥ avasyavaḥ
3,43,1,1,11,ā yāhi arvāṅ upa vandhureṣṭhāḥ tava id anu pradivaḥ soma peyam
3,43,1,2,11,priyā sakhāyā vi muca upa barhiḥ tvām ime havya vāhaḥ havante
3,43,2,1,11,ā yāhi pūrvīḥ ati carṣaṇīḥ _ aryaḥ āśiṣaḥ upa naḥ haribhyām
3,43,2,2,10,imāḥ hi tvā mataya stoma taṣṭāḥ indra havante sakhyam juṣāṇāḥ
3,43,3,1,11,ā naḥ yajñam namaḥ vṛdham sajoṣāḥ indra deva haribhiḥ yāhi tūyam
3,43,3,2,9,aham hi tvā matibhiḥ johavīmi ghṛta prayāḥ sadhamāde madhūnām
3,43,4,1,12,ā ca tvām etā vṛṣaṇā vahātaḥ harī sakhāyā su dhurā su aṅgā
3,43,4,2,8,dhānāvat indraḥ savanam juṣāṇaḥ sakhā sakhyuḥ śṛṇavat vandanāni
3,43,5,1,9,kuvid mā gopām karase janasya kuvid rājānam maghavan ṛjīṣin
3,43,5,2,10,kuvid me ṛṣim papivāṃsam sutasya kuvid me vasvaḥ amṛtasya śikṣāḥ
3,43,6,1,9,ā tvā bṛhantaḥ harayaḥ yujānāḥ arvāk indra sadhamādaḥ vahantu
3,43,6,2,10,pra ye dvitā divaḥ ṛñjanti ātāḥ su saṃmṛṣṭāsaḥ vṛṣabhasya mūrāḥ
3,43,7,1,11,indra piba vṛṣa dhūtasya vṛṣṇaḥ ā yam te śyenaḥ uśate jabhāra
3,43,7,2,10,yasya made cyāvayasi pra kṛṣṭīḥ yasya made apa gotrā vavartha
3,43,8,1,8,śunam huvema maghavānam indram asmin bhare nṛtamam vājasātau
3,43,8,2,8,śṛṇvantam ugram ūtaye samatsu ghnantam vṛtrāṇi saṃjitam dhanānām
3,44,1,1,8,ayam te astu haryataḥ somaḥ ā haribhiḥ sutaḥ
3,44,1,2,10,juṣāṇaḥ indra haribhiḥ naḥ ā gahi ā tiṣṭha haritam ratham
3,44,2,1,6,haryan uṣasam arcayas sūryam haryan arocayaḥ
3,44,2,2,8,vidvān cikitvān haryaśva vardhase indra viśvāḥ abhi śriyaḥ
3,44,3,1,7,dyām indraḥ hari dhāyasam pṛthivīm hari varpasam
3,44,3,2,8,adhārayat haritoḥ bhūri bhojanam yayoḥ antar hariḥ carat
3,44,4,1,7,jajñānaḥ haritaḥ vṛṣā viśvam ā bhāti rocanam
3,44,4,2,8,haryaśvaḥ haritam dhatte āyudham ā vajram bāhvoḥ harim
3,44,5,1,6,indraḥ haryantam arjunam vajram śukraiḥ abhīvṛtam
3,44,5,2,8,apāvṛṇot haribhiḥ adribhiḥ sutam ud gāḥ haribhiḥ ājata
3,45,1,1,7,ā mandraiḥ indra haribhiḥ yāhi mayūra romabhiḥ
3,45,1,2,13,mā tvā kecid ni yaman vim na pāśinaḥ ati dhanvā iva tāṁ ihi
3,45,2,1,7,vṛtra khādaḥ valaṃrujaḥ purām darmaḥ apām ajaḥ
3,45,2,2,8,sthātā rathasya haryoḥ abhisvaraḥ indraḥ dṛﾱhā cit ārujaḥ
3,45,3,1,7,gambhīrāṁ udadhīṃr iva kratum puṣyasi gāḥ iva
3,45,3,2,10,pra su gopāḥ yavasam dhenavaḥ yathā hradam kulyāḥ iva āśata
3,45,4,1,8,ā naḥ tujam rayim bhara aṃśam na pratijānate
3,45,4,2,9,vṛkṣam pakvam phalam aṅkī iva dhūnuhi indra sampāraṇam vasu
3,45,5,1,7,svayuḥ indra svarāﾱ asi smaddiṣṭiḥ sva yaśastaraḥ
3,45,5,2,8,sa vāvṛdhānaḥ ojasā puruṣṭuta bhavā naḥ su śravastamaḥ
3,46,1,1,8,yudhmasya te vṛṣabhasya svarājaḥ ugrasya yūna sthavirasya ghṛṣveḥ
3,46,1,2,8,a jūryataḥ vajriṇaḥ vīryāṇi indra śrutasya mahataḥ mahāni
3,46,2,1,9,mahāṁ asi mahiṣa vṛṣṇyebhiḥ dhana spṛt ugra sahamānaḥ anyān
3,46,2,2,10,ekaḥ viśvasya bhuvanasya rājā sa yodhayā ca kṣayayā ca janān
3,46,3,1,8,pra mātrābhiḥ ririce rocamānaḥ pra devebhiḥ viśvatas apratītaḥ
3,46,3,2,10,pra majmanā divaḥ indraḥ pṛthivyāḥ pra uroḥ mahaḥ antarikṣāt ṛjīṣī
3,46,4,1,9,urum gabhīram januṣā abhī ugram viśva vyacasam avatam matīnām
3,46,4,2,9,indram somāsaḥ pradivi sutāsaḥ samudram na sravataḥ ā viśanti
3,46,5,1,10,yam somam indra pṛthivī dyāvā garbham na mātā bibhṛtaḥ tvāyā
3,46,5,2,11,tam te hinvanti tam u te mṛjanti adhvaryavaḥ vṛṣabha pātavai u
3,47,1,1,8,marutvāṁ indra vṛṣabhaḥ raṇāya piba somam anuṣvadham madāya
3,47,1,2,10,ā siñcasva jaṭhare madhvaḥ ūrmim tvam rājā asi pradivaḥ sutānām
3,47,2,1,10,sajoṣāḥ indra sa gaṇaḥ marudbhiḥ somam piba vṛtrahā śūra vidvān
3,47,2,2,10,jahi śatrūṃr apa mṛdhaḥ nudasva atha abhayam kṛṇuhi viśvatas naḥ
3,47,3,1,11,uta ṛtubhiḥ ṛtu pāḥ pāhi somam indra devebhiḥ sakhibhiḥ sutam naḥ
3,47,3,2,11,yāṁ ābhajaḥ marutaḥ ye tvā anu ahan vṛtram adadhuḥ tubhyam ojaḥ
3,47,4,1,11,ye tvā ahi hatye maghavan avardhan ye śāmbare harivas ye gaviṣṭau
3,47,4,2,11,ye tvā nūnam anumadanti viprāḥ piba indra somam sa gaṇaḥ marudbhiḥ
3,47,5,1,8,marutvantam vṛṣabham vāvṛdhānam a kavārim divyam śāsam indram
3,47,5,2,9,viśvāsāham avase nūtanāya ugram sahaḥ dām iha tam huvema
3,48,1,1,9,sadyas ha jātaḥ vṛṣabhaḥ kanīnaḥ prabhartum āvat andhasaḥ sutasya
3,48,1,2,9,sādhoḥ piba pratikāmam yathā te rasa āśiraḥ prathamam somyasya
3,48,2,1,10,yat jāyathāḥ tat ahar asya kāme aṃśoḥ pīyūṣam apibaḥ giriṣṭhām
3,48,2,2,11,tam te mātā pari yoṣā janitrī mahaḥ pituḥ dame āsiñcat agre
3,48,3,1,9,upasthāya mātaram annam _ tigmam apaśyat abhi somam ūdhaḥ
3,48,3,2,8,prayāvayan acarat gṛtsaḥ anyān mahāni cakre purudha pratīkaḥ
3,48,4,1,8,ugraḥ turāṣāﾱ abhibhūti ojāḥ yathāvaśam tanvam cakre eṣaḥ
3,48,4,2,9,tvaṣṭāram indraḥ januṣā abhibhūya amuṣya ā somam apibat camūṣu
3,48,5,1,8,śunam huvema maghavānam indram asmin bhare nṛtamam vājasātau
3,48,5,2,8,śṛṇvantam ugram ūtaye samatsu ghnantam vṛtrāṇi saṃjitam dhanānām
3,49,1,1,11,śaṃsā mahām indram yasmin viśvāḥ ā kṛṣṭayaḥ soma pāḥ kāmam avyan
3,49,1,2,10,yam su kratum dhiṣaṇe vibhva taṣṭam ghanam vṛtrāṇām janayanta devāḥ
3,49,2,1,9,yam nu nakir pṛtanāsu svarājam dvitā tarati nṛtamam hariṣṭhām
3,49,2,2,10,inatamaḥ satvabhiḥ yaḥ ha śūṣaiḥ pṛthu jrayāḥ amināt āyuḥ dasyoḥ
3,49,3,1,8,sahāvā pṛtsu taraṇiḥ na arvā vyānaśī rodasī mehanāvān
3,49,3,2,11,bhagaḥ na kāre havyaḥ matīnām pitā iva cāruḥ su havaḥ vayodhāḥ
3,49,4,1,10,dhartā divaḥ rajasas pṛṣṭaḥ ūrdhvaḥ rathaḥ na vāyuḥ vasubhiḥ niyutvān
3,49,4,2,9,kṣapām vastā janitā sūryasya vibhaktā bhāgam dhiṣaṇā iva vājam
3,49,5,1,8,śunam huvema maghavānam indram asmin bhare nṛtamam vājasātau
3,49,5,2,8,śṛṇvantam ugram ūtaye samatsu ghnantam vṛtrāṇi saṃjitam dhanānām
3,50,1,1,9,indraḥ svāhā pibatu yasya somaḥ āgatyā tumraḥ vṛṣabhaḥ marutvān
3,50,1,2,12,ā uru vyacāḥ pṛṇatām ebhiḥ annaiḥ ā asya haviḥ tanvaḥ kāmam ṛdhyāḥ
3,50,2,1,10,ā te saparyū javase yunajmi yayoḥ anu pradivaḥ śruṣṭim āvaḥ
3,50,2,2,11,iha tvā dheyuḥ harayaḥ su śipra pibā tu asya suṣutasya cāroḥ
3,50,3,1,9,gobhiḥ mimikṣum dadhire su pāram indram jyaiṣṭhyāya dhāyase gṛṇānāḥ
3,50,3,2,9,mandānaḥ somam papivāṁ ṛjīṣin sam asmabhyam purudhā gāḥ iṣaṇya
3,50,4,1,9,imam kāmam mandayā gobhiḥ aśvaiḥ candravatā rādhasā paprathaḥ ca
3,50,4,2,8,svaryavaḥ matibhiḥ tubhyam viprāḥ indrāya vāhaḥ kuśikāsaḥ akran
3,50,5,1,8,śunam huvema maghavānam indram asmin bhare nṛtamam vājasātau
3,50,5,2,8,śṛṇvantam ugram ūtaye samatsu ghnantam vṛtrāṇi saṃjitam dhanānām
3,51,1,1,9,carṣaṇī dhṛtam maghavānam ukthyam indram giraḥ bṛhatīḥ abhī anūṣata
3,51,1,2,7,vāvṛdhānam puruhūtam suvṛktibhiḥ amartyam jaramāṇam dive dive
3,51,2,1,10,śatakratum arṇavam śākinam naram giraḥ me indram upa yanti viśvatas
3,51,2,2,11,vāja sanim pūḥ bhidam tūrṇim ap turam dhāmasācam abhiṣācam svar vidam
3,51,3,1,9,ākare vasoḥ jaritā panasyate an ehasaḥ stubhaḥ indraḥ duvasyati
3,51,3,2,9,vivasvataḥ sadane ā hi pipriye satrāsāham abhimāti hanam stuhi
3,51,4,1,11,nṛṇām u tvā nṛtamam gīrbhiḥ ukthaiḥ abhi pra vīram arcatā sabādhaḥ
3,51,4,2,10,sam sahase puru māyaḥ jihīte namaḥ asya pradivaḥ ekaḥ īśe
3,51,5,1,8,pūrvīḥ asya niṣṣidhaḥ martyeṣu purū vasūni pṛthivī bibharti
3,51,5,2,9,indrāya dyāvaḥ oṣadhīḥ uta apaḥ rayim rakṣanti jīrayaḥ vanāni
3,51,6,1,9,tubhyam brahmāṇi giraḥ indra tubhyam satrā dadhire harivas juṣasva
3,51,6,2,9,bodhi āpiḥ avasaḥ nūtanasya sakhe vaso jaritṛbhyaḥ vayaḥ dhāḥ
3,51,7,1,9,indra marutvas iha pāhi somam yathā śāryāte apibaḥ sutasya
3,51,7,2,10,tava praṇītī tava śūra śarman ā vivāsanti kavayaḥ su yajñāḥ
3,51,8,1,10,sa vāvaśānaḥ iha pāhi somam marudbhiḥ indra sakhibhiḥ sutam naḥ
3,51,8,2,10,jātam yat tvā pari devāḥ abhūṣat mahe bharāya puruhūta viśve
3,51,9,1,9,aptūrye marutaḥ āpiḥ eṣaḥ amandan indram anu dāti vārāḥ
3,51,9,2,10,tebhiḥ sākam pibatu vṛtra khādaḥ sutam somam dāśuṣaḥ sve sadhasthe
3,51,10,1,7,idam hi anu ojasā sutam rādhānām pate
3,51,10,2,4,pibā tu asya girvaṇaḥ
3,51,11,1,9,yaḥ te anu svadhām asat sute ni yaccha tanvam
3,51,11,2,4,sa tvā mamattu somyam
3,51,12,1,8,pra te aśnotu kukṣyoḥ pra indra brahmaṇā śiraḥ
3,51,12,2,4,pra bāhū śūra rādhase
3,52,1,1,4,dhānāvantam karambhiṇam apūpavantam ukthinam
3,52,1,2,4,indra prātar juṣasva naḥ
3,52,2,1,7,puroﾱāśam pacatyam juṣasva indra ā gurasva ca
3,52,2,2,3,tubhyam havyāni sisrate
3,52,3,1,8,puroﾱāśam ca naḥ ghasaḥ joṣayāse giraḥ ca naḥ
3,52,3,2,3,vadhūyuḥ iva yoṣaṇām
3,52,4,1,6,puroﾱāśam sana śruta prātaḥsāve juṣasva naḥ
3,52,4,2,5,indra kratuḥ hi te bṛhan
3,52,5,1,8,mādhyandinasya savanasya dhānāḥ puroﾱāśam indra kṛṣva iha cārum
3,52,5,2,10,pra yat stotā jaritā tūrṇi arthaḥ vṛṣāyamāṇaḥ upa gīrbhiḥ īṭṭe
3,52,6,1,8,tṛtīye dhānāḥ savane puruṣṭuta puroﾱāśam āhutam māmahasva naḥ
3,52,6,2,8,ṛbhumantam vājavantam tvā kave prayasvantaḥ upa śikṣema dhītibhiḥ
3,52,7,1,7,pūṣaṇvate te cakṛmā karambham harivate haryaśvāya dhānāḥ
3,52,7,2,10,apūpam addhi sa gaṇaḥ marudbhiḥ somam piba vṛtrahā śūra vidvān
3,52,8,1,8,prati dhānāḥ bharata tūyam asmai puroﾱāśam vīratamāya nṛṇām
3,52,8,2,10,dive dive sadṛśīḥ indra tubhyam vardhantu tvā soma peyāya dhṛṣṇo
3,53,1,1,9,indrāparvatā bṛhatā rathena vāmīḥ iṣaḥ ā vahatam su vīrāḥ
3,53,1,2,8,vītam havyāni adhvareṣu devā vardhethām gīrbhiḥ iﾱayā madantā
3,53,2,1,12,tiṣṭhā su kam maghavan mā parā gāḥ somasya nu tvā suṣutasya yakṣi
3,53,2,2,11,pituḥ na putraḥ sicam ā rabhe te indra svādiṣṭhayā girā śacīvas
3,53,3,1,9,śaṃsāva adhvaryo prati me gṛṇīhi indrāya vāhaḥ kṛṇavāva juṣṭam
3,53,3,2,11,ā idam barhiḥ yajamānasya sīda athā ca bhūt uktham indrāya śastam
3,53,4,1,14,jāyā id astam maghavan sā id u yoniḥ tat id tvā yuktāḥ harayaḥ vahantu
3,53,4,2,10,yadā kadā ca sunavāma somam agniḥ ṭvā dūtaḥ dhanvāti accha
3,53,5,1,11,parā yāhi maghavan ā ca yāhi indra bhrātar ubhayatrā te artham
3,53,5,2,7,yatrā rathasya bṛhataḥ nidhānam vimocanam vājinaḥ rāsabhasya
3,53,6,1,11,apāḥ somam astam indra pra yāhi kalyāṇīḥ jāyā suraṇam gṛhe te
3,53,6,2,7,yatrā rathasya bṛhataḥ nidhānam vimocanam vājinaḥ dakṣiṇāvat
3,53,7,1,8,ime bhojāḥ aṅgirasaḥ virūpāḥ divas putrāsaḥ asurasya vīrāḥ
3,53,7,2,8,viśvāmitrāya dadataḥ maghāni sahasra sāve pra tirante āyuḥ
3,53,8,1,9,rūpam rūpam maghavā bobhavīti māyāḥ kṛṇvānaḥ tanvam pari svām
3,53,8,2,11,tris yat divaḥ pari muhūrtam āgāt svaiḥ mantraiḥ anṛtu pāḥ ṛtāvā
3,53,9,1,11,mahāṁ ṛṣiḥ deva jāḥ deva jūtaḥ astabhnāt sindhum arṇavam nṛ cakṣāḥ
3,53,9,2,7,viśvāmitraḥ yat avahat sudāsam apriyāyata kuśikebhiḥ indraḥ
3,53,10,1,10,haṃsāḥ iva kṛṇutha ślokam adribhiḥ madantaḥ gīrbhiḥ adhvare sute sacā
3,53,10,2,10,devebhiḥ viprāḥ ṛṣayaḥ nṛ cakṣasaḥ vi pibadhvam kuśikāḥ somyam madhu
3,53,11,1,9,upa preta kuśikāḥ cetayadhvam aśvam rāye pra muñcatā sudāsaḥ
3,53,11,2,11,rājā vṛtram jaṅghanat prāk apāk udak athā yajāte vare ā pṛthivyāḥ
3,53,12,1,7,yaḥ ime rodasī ubhe aham indram atuṣṭavam
3,53,12,2,6,viśvāmitrasya rakṣati brahma idam bhāratam janam
3,53,13,1,5,viśvāmitrāḥ arāsata brahma indrāya vajriṇe
3,53,13,2,5,karat id naḥ su rādhasaḥ
3,53,14,1,11,kim te kṛṇvanti kīkaṭeṣu gāvaḥ na āśiram duhre na tapanti gharmam
3,53,14,2,9,ā naḥ bhara pramagandasya vedaḥ naicāśākham maghavan randhayā naḥ
3,53,15,1,7,sasarparīḥ amatim bādhamānā bṛhat mimāya jamadagni dattā
3,53,15,2,8,ā sūryasya duhitā tatāna śravaḥ deveṣu amṛtam ajuryam
3,53,16,1,8,sasarparīḥ abharat tūyam ebhyaḥ adhi śravaḥ pāñcajanyāsu kṛṣṭiṣu
3,53,16,2,10,sā pakṣyā navyam āyuḥ dadhānā yām me palasti jamadagnayaḥ daduḥ
3,53,17,1,13,sthirau gāvau bhavatām vīﾱuḥ akṣaḥ mā īṣā vi varhi mā yugam vi śāri
3,53,17,2,9,indraḥ pātalye dadatām śarītoḥ ariṣṭa neme abhi naḥ sacasva
3,53,18,1,8,balam dhehi tanūṣu naḥ balam indra anaﾱutsu naḥ
3,53,18,2,9,balam tokāya tanayāya jīvase tvam hi bala dāḥ asi
3,53,19,1,8,abhi vyayasva khadirasya sāram ojaḥ dhehi spandane śiṃśapāyām
3,53,19,2,10,akṣa vīﾱo vīḍita vīﾱayasva mā yāmāt asmāt ava jīhipaḥ naḥ
3,53,20,1,9,ayam asmān vanaspatiḥ mā ca hāḥ mā ca rīriṣat
3,53,20,2,6,svasti ā gṛhebhyaḥ āvasā ā vimocanāt
3,53,21,1,9,indra ūtibhiḥ bahulābhiḥ naḥ adya yācchreṣṭhābhiḥ maghavan śūra jinva
3,53,21,2,13,yaḥ naḥ dveṣṭi adharaḥ sas padīṣṭa yam u dviṣmaḥ tam u prāṇaḥ jahātu
3,53,22,1,8,paraśum cit vi tapati śimbalam cit vi vṛścati
3,53,22,2,7,ukhā cit indra yeṣantī prayastā phenam asyati
3,53,23,1,8,na sāyakasya cikite janāsaḥ lodham nayanti paśu manyamānāḥ
3,53,23,2,10,na a vājinam vājinā hāsayanti na gardabham puras aśvāt nayanti
3,53,24,1,8,ime indra bharatasya putrāḥ apapitvam cikituḥ na prapitvam
3,53,24,2,10,hinvanti aśvam araṇam na nityam jyā vājam pari ṇayanti ājau
3,54,1,1,9,imam mahe vidathyāya śūṣam śaśvat kṛtvas īḍyāya pra jabhruḥ
3,54,1,2,8,śṛṇotu naḥ damyebhiḥ anīkaiḥ śṛṇotu agniḥ divyaiḥ ajasraḥ
3,54,2,1,10,mahi mahe dive arcā pṛthivyai kāmaḥ me icchan carati prajānan
3,54,2,2,9,yayoḥ ha stome vidatheṣu devāḥ saparyavaḥ mādayante sacā ayoḥ
3,54,3,1,11,yuvoḥ ṛtam rodasī satyam astu mahe ṣu ṇaḥ suvitāya pra bhūtam
3,54,3,2,9,idam dive namaḥ agne pṛthivyai saparyāmi prayasā yāmi ratnam
3,54,4,1,9,uta u hi vām pūrvyāḥ āvividre ṛtāvarī rodasī satyavācaḥ
3,54,4,2,8,naraḥ cit vām samithe śūrasātau vavandire pṛthivi vevidānāḥ
3,54,5,1,13,kaḥ addhā veda kaḥ iha pra vocat devāṁ acchā pathyā kā sam eti
3,54,5,2,8,dadṛśre eṣām avamā sadāṃsi pareṣu yā guhyeṣu vrateṣu
3,54,6,1,10,kaviḥ nṛ cakṣāḥ abhi ṣīm acaṣṭa ṛtasya yonā vighṛte madantī
3,54,6,2,8,nānā cakrāte sadanam yathā veḥ samānena kratunā saṃvidāne
3,54,7,1,7,samānyā viyute dūreante dhruve pade tasthatuḥ jāgarūke
3,54,7,2,9,uta svasārā yuvatī bhavantī āt u bruvāte mithunāni nāma
3,54,8,1,11,viśvā id ete janimā sam viviktaḥ mahaḥ devān bibhratī na vyathete
3,54,8,2,10,ejat dhruvam patyate viśvam ekam carat patatri viṣuṇam vi jātam
3,54,9,1,11,sanā purāṇam adhi emi ārāt mahaḥ pituḥ janituḥ jāmi tat naḥ
3,54,9,2,9,devāsaḥ yatra panitāraḥ evaiḥ urau pathi vyute tasthuḥ antar
3,54,10,1,9,imam stomam rodasī pra bravīmi ṛdūdarāḥ śṛṇavan agni jihvāḥ
3,54,10,2,7,mitraḥ samrājaḥ varuṇaḥ yuvānaḥ ādityāsaḥ kavayaḥ paprathānāḥ
3,54,11,1,10,hiraṇya pāṇiḥ savitā su jihvaḥ tris ā divaḥ vidathe patyamānaḥ
3,54,11,2,10,deveṣu ca savitar ślokam aśreḥ āt asmabhyam ā suva sarvatātim
3,54,12,1,12,su kṛt su pāṇiḥ svavāṁ ṛtāvā devaḥ tvaṣṭā avase tāni naḥ dhāt
3,54,12,2,7,pūṣaṇvantaḥ ṛbhavaḥ mādayadhvam ūrdhva grāvāṇaḥ adhvaram ataṣṭa
3,54,13,1,9,vidyut rathāḥ marutaḥ ṛṣṭimantaḥ divaḥ maryāḥ ṛta jātāḥ ayāsaḥ
3,54,13,2,8,sarasvatī śṛṇavan yajñiyāsaḥ dhātā rayim saha vīram turāsaḥ
3,54,14,1,10,viṣṇum stomāsaḥ puru dasmam arkāḥ bhagasya iva kāriṇaḥ yāmani gman
3,54,14,2,9,uru kramaḥ kakuhaḥ yasya pūrvīḥ na mardhanti yuvatayaḥ janitrīḥ
3,54,15,1,9,indraḥ viśvaiḥ vīryaiḥ patyamānaḥ ubhe ā paprau rodasī mahitvā
3,54,15,2,9,purandaraḥ vṛtrahā dhṛṣṇuṣeṇaḥ saṃgṛbhyā naḥ ā bhara bhūri paśvaḥ
3,54,16,1,9,nāsatyā me pitarā bandhu pṛcchā sajātyam aśvinoḥ cāru nāma
3,54,16,2,11,yuvam hi sthaḥ rayi dau naḥ rayīṇām dātram rakṣethe akavaiḥ adabdhā
3,54,17,1,12,mahat tat vaḥ kavayaḥ cāru nāma yat ha devāḥ bhavatha viśve indre
3,54,17,2,9,sakhaḥ ṛbhubhiḥ puruhūta priyebhiḥ imām dhiyam sātaye takṣatā naḥ
3,54,18,1,8,aryamā ṇaḥ aditiḥ yajñiyāsaḥ a dabdhāni varuṇasya vratāni
3,54,18,2,9,yuyota naḥ anapatyāni gantoḥ prajāvān naḥ paśumāṁ astu gātuḥ
3,54,19,1,8,devānām dūtaḥ purudha prasūtaḥ anāgān naḥ vocatu sarvatātā
3,54,19,2,10,śṛṇotu naḥ pṛthivī dyauḥ uta āpaḥ sūryaḥ nakṣatraiḥ uru antarikṣam
3,54,20,1,8,śṛṇvantu naḥ vṛṣaṇaḥ parvatāsaḥ dhruva kṣemāsaḥ iﾱayā madantaḥ
3,54,20,2,9,ādityaiḥ naḥ aditiḥ śṛṇotu yacchantu naḥ marutaḥ śarma bhadram
3,54,21,1,11,sadā su gaḥ pitumāṁ astu panthāḥ madhvā devāḥ oṣadhīḥ sam pipṛkta
3,54,21,2,11,bhagaḥ me agne sakhye na mṛdhyāḥ ud rāyaḥ aśyām sadanam purukṣoḥ
3,54,22,1,9,svadasva havyā sam iṣaḥ didīhi asmadryak sam mimīhi śravāṃsi
3,54,22,2,11,viśvāṁ agne pṛtsu tān jeṣi śatrūn ahā viśvā sumanāḥ dīdihī naḥ
3,55,1,1,11,uṣasaḥ pūrvāḥ adha yat vyūṣuḥ mahat vi jajñe akṣaram pade goḥ
3,55,1,2,10,vratā devānām upa nu prabhūṣan mahat devānām asura tvam ekam
3,55,2,1,13,mā u ṣū ṇaḥ atra juhuranta devāḥ mā pūrve agne pitaraḥ pada jñāḥ
3,55,2,2,9,purāṇyoḥ sadmanoḥ ketuḥ antar mahat devānām asura tvam ekam
3,55,3,1,9,vi me purutrā patayanti kāmāḥ śamī acchā dīdye pūrvyāṇi
3,55,3,2,10,samiddhe agnau ṛtam id vadema mahat devānām asura tvam ekam
3,55,4,1,9,samānaḥ rājā vibhṛtaḥ purutrā śaye śayāsu prayutaḥ vanā anu
3,55,4,2,10,anyā vatsam bharati kṣeti mātā mahat devānām asura tvam ekam
3,55,5,1,8,ākṣit pūrvāsu aparāḥ anūrudh sadyas jātāsu taruṇīṣu antar
