book,chapter,strophe,verse,n_words,padapatha_words_ws_joined
6,16,34,2,3,samiddhaḥ śukraḥ āhutaḥ
6,16,35,1,6,garbhe mātuḥ pituḥ pitā vididyutānaḥ akṣare
6,16,35,2,4,sīdan ṛtasya yonim ā
6,16,36,1,6,brahma prajāvat ā bhara jātavedaḥ vicarṣaṇe
6,16,36,2,4,agne yat dīdayat divi
6,16,37,1,6,upa tvā raṇva saṃdṛśam prayasvantaḥ sahaskṛta
6,16,37,2,3,agne sasṛjmahe giraḥ
6,16,38,1,8,upa chāyām iva ghṛṇeḥ aganma śarma te vayam
6,16,38,2,3,agne hiraṇya saṃdṛśaḥ
6,16,39,1,8,yaḥ ugraḥ iva śaryahā tigma śṛṅgaḥ na vaṃsagaḥ
6,16,39,2,3,agne puraḥ rurojitha
6,16,40,1,9,ā yam haste na khādinam śiśum jātam na bibhrati
6,16,40,2,4,viśām agnim su adhvaram
6,16,41,1,7,pra devam deva vītaye bharata vasu vittamam
6,16,41,2,5,ā sve yonau ni sīdatu
6,16,42,1,6,ā jātam jātavedasi priyam śiśīta atithim
6,16,42,2,3,syone ā gṛhapatim
6,16,43,1,8,agne yukṣvā hi ye tava āśvāsaḥ deva sādhavaḥ
6,16,43,2,3,aram vahanti manyave
6,16,44,1,8,acchā naḥ yāhi ā vaha abhi prayāṃsi vītaye
6,16,44,2,4,ā devān soma pītaye
6,16,45,1,6,ud agne bhārata dyumat ajasreṇa davidyutat
6,16,45,2,4,_ vi bhāhi ajara
6,16,46,1,9,vītī yaḥ devam martaḥ duvasyet agnim īḍīta adhvare haviṣmān
6,16,46,2,8,hotāram satya yajam rodasyoḥ uttāna hastaḥ namasā vivāset
6,16,47,1,8,ā te agne ṛcā haviḥ hṛdā taṣṭam bharāmasi
6,16,47,2,7,te te bhavantu ukṣaṇaḥ ṛṣabhāsaḥ vaśāḥ uta
6,16,48,1,6,agnim devāsaḥ agriyam indhate vṛtra hantamam
6,16,48,2,6,yena vasūni ābhṛtā tṛḍhā rakṣāṃsi vājinā
6,17,1,1,11,pibā somam abhi yam ugra tardaḥ ūrvam gavyam mahi gṛṇānaḥ indra
6,17,1,2,9,vi yaḥ dhṛṣṇo vadhiṣaḥ vajrahasta viśvā vṛtram amitriyā śavobhiḥ
6,17,2,1,11,saḥ īm pāhi yaḥ ṛjīṣī tarutraḥ yaḥ śipravān vṛṣabhaḥ yaḥ matīnām
6,17,2,2,11,yaḥ gotrabhid vajrabhṛt yaḥ hariṣṭhāḥ saḥ indra citrāṁ abhi tṛndhi vājān
6,17,3,1,10,evā pāhi pratnathā mandatu tvā śrudhi brahma vāvṛdhasva uta gīrbhiḥ
6,17,3,2,11,āvis sūryam kṛṇuhi pīpihi iṣaḥ jahi śatrūn abhi gāḥ indra tṛndhi
6,17,4,1,10,te tvā madāḥ bṛhat indra svadhāvas ime pītāḥ ukṣayanta dyumantam
6,17,4,2,7,mahām anūnam tavasam vibhūtim matsarāsaḥ jarhṛṣanta prasāham
6,17,5,1,8,yebhiḥ sūryam uṣasam mandasānaḥ avāsayaḥ apa dṛﾱhāni dardrat
6,17,5,2,11,mahām adrim pari gāḥ indra santam nutthāḥ acyutam sadasaḥ pari svāt
6,17,6,1,10,tava kratvā tava tat daṃsanābhiḥ āmāsu pakvam śacyā ni _
6,17,6,2,10,aurṇoḥ duraḥ usriyābhyaḥ vi dṛﾱhā ud ūrvāt gāḥ asṛjaḥ aṅgirasvān
6,17,7,1,12,paprātha kṣām mahi daṃsaḥ vi urvīm upa dyām ṛṣvaḥ bṛhat indra stabhāyaḥ
6,17,7,2,8,adhārayaḥ rodasī deva putre pratne mātarā yahvī ṛtasya
6,17,8,1,10,adha tvā viśve puras indra devāḥ ekam tavasam dadhire bharāya
6,17,8,2,9,adevaḥ yat abhī auhiṣṭa devān svarṣātā vṛṇate indram atra
6,17,9,1,13,adha dyauḥ cit te apa sā nu vajrāt dvitā anamat bhiyasā svasya manyoḥ
6,17,9,2,10,ahim yat indraḥ abhī ohasānam ni cit viśvāyuḥ śayathe jaghāna
6,17,10,1,11,adha tvaṣṭā te mahe ugra vajram sahasra bhṛṣṭim vavṛtat śata aśrim
6,17,10,2,8,nikāmam aramaṇasam yena navantam ahim sam piṇak ṛjīṣin
6,17,11,1,10,vardhān yam viśve marutaḥ sajoṣāḥ pacat śatam mahiṣāṁ indra tubhyam
6,17,11,2,10,pūṣā viṣṇuḥ trīṇi sarāṃsi dhāvan vṛtra haṇam madiram aṃśum asmai
6,17,12,1,9,ā kṣodaḥ mahi vṛtam nadīnām pariṣṭhitam asṛjaḥ ūrmim apām
6,17,12,2,9,tāsām anu pravataḥ indra panthām prārdayaḥ nīcīḥ apasaḥ samudram
6,17,13,1,10,evā tā viśvā cakṛvāṃsam indram mahām ugram ajuryam sahaḥ dām
6,17,13,2,12,su vīram tvā su āyudham su vajram ā brahma navyam avase vavṛtyāt
6,17,14,1,11,sa naḥ vājāya śravase iṣe ca rāye dhehi dyumataḥ indra viprān
6,17,14,2,11,bharadvāje nṛvataḥ indra sūrīn divi ca smā edhi pārye naḥ indra
6,17,15,1,10,ayā vājam deva hitam sanema madema śata himāḥ su vīrāḥ
6,18,1,1,11,tam u stuhi yaḥ abhibhūti ojāḥ vanvan a vātaḥ puruhūtaḥ indraḥ
6,18,1,2,9,a sāḍham ugram sahamānam ābhiḥ gīrbhiḥ vardha vṛṣabham carṣaṇīnām
6,18,2,1,10,sa yudhmaḥ satvā khaja kṛt samadvā tuvi mrakṣaḥ nadanumāṁ ṛjīṣī
6,18,2,2,8,bṛhat reṇuḥ cyavanaḥ mānuṣīṇām ekaḥ kṛṣṭīnām abhavat sahāvā
6,18,3,1,10,tvam ha nu tyad adamāyaḥ dasyūn ekaḥ kṛṣṭīḥ avanoḥ āryāya
6,18,3,2,14,asti svid nu vīryam tat te indra na svid asti tat ṛtuthā vi vocaḥ
6,18,4,1,11,sat id hi te tuvi jātasya manye sahaḥ sahiṣṭha turataḥ turasya
6,18,4,2,7,ugram ugrasya tavasaḥ tavīyaḥ aradhrasya radhraturaḥ babhūva
6,18,5,1,10,tat naḥ pratnam sakhyam astu yuṣme itthā vadadbhiḥ valam aṅgirobhiḥ
6,18,5,2,11,han acyuta cyut dasma iṣayantam ṛṇoḥ puraḥ vi duraḥ asya viśvāḥ
6,18,6,1,10,sa hi dhībhiḥ havyaḥ asti ugraḥ īśāna kṛt mahati vṛtratūrye
6,18,6,2,9,sa toka sātā tanaye sa vajrī vitantasāyyaḥ abhavat samatsu
6,18,7,1,9,sa majmanā janima mānuṣāṇām amartyena nāmnā ati pra sarsre
6,18,7,2,10,sa dyumnena sa śavasā uta rāyā sa vīryeṇa nṛtamaḥ samokāḥ
6,18,8,1,13,sa yaḥ na muhe na mithū _ bhūt sumantu nāmā cumurim dhunim ca
6,18,8,2,10,vṛṇak piprum śambaram śuṣṇam indraḥ purām cyautnāya śayathāya nu cit
6,18,9,1,9,udāvatā tvakṣasā panyasā ca vṛtra hatyāya ratham indra tiṣṭha
6,18,9,2,11,dhiṣva vajram haste ā dakṣiṇatrā abhi pra manda puru datra māyāḥ
6,18,10,1,12,agniḥ na śuṣkam vanam indra hetī rakṣaḥ ni dhakṣi aśaniḥ na bhīmā
6,18,10,2,8,_ ṛṣvayā yaḥ ruroja adhvānayat duritā dambhayat ca
6,18,11,1,10,ā sahasram pathibhiḥ indra rāyā tuvi dyumna tuvi vājebhiḥ arvāk
6,18,11,2,11,yāhi sūno sahasaḥ yasya nu cit a devaḥ īśe puruhūta yotoḥ
6,18,12,1,9,pra tuvi dyumnasya sthavirasya ghṛṣveḥ divaḥ rarapśe mahimā pṛthivyāḥ
6,18,12,2,11,na asya śatruḥ na pratimānam asti na pratiṣṭhiḥ puru māyasya sahyoḥ
6,18,13,1,12,pra tat te adyā karaṇam kṛtam bhūt kutsam yat āyum atithigvam asmai
6,18,13,2,10,purū sahasrā ni śiśāḥ abhi kṣām ud tūrvayāṇam dhṛṣatā ninetha
6,18,14,1,11,anu tvā ahi ghne adha deva devāḥ madan viśve kavitamam kavīnām
6,18,14,2,8,karaḥ yatra varivaḥ bādhitāya dive janāya tanve gṛṇānaḥ
6,18,15,1,9,anu dyāvāpṛthivī tat te ojaḥ amartyāḥ jihate indra devāḥ
6,18,15,2,11,kṛṣva kṛtno a kṛtam yat te asti uktham navīyaḥ janayasva yajñaiḥ
6,19,1,1,11,mahāṁ indraḥ nṛ vat ā carṣaṇi prāḥ uta dvibarhāḥ aminaḥ sahobhiḥ
6,19,1,2,9,asmadryak vāvṛdhe vīryāya uruḥ pṛthuḥ su kṛtaḥ kartṛbhiḥ bhūt
6,19,2,1,9,indram eva dhiṣaṇā sātaye dhāt bṛhantam ṛṣvam ajaram yuvānam
6,19,2,2,9,a sāḍhena śavasā śūśuvāṃsam sadyas cit yaḥ vāvṛdhe asāmi
6,19,3,1,8,pṛthū karasnā bahulā gabhastī asmadryak sam mimīhi śravāṃsi
6,19,3,2,12,yūthā iva paśvaḥ paśu pāḥ damūnāḥ asmāṁ indra abhi ā vavṛtsva ājau
6,19,4,1,10,tam vaḥ indram catinam asya śākaiḥ iha nūnam vājayantaḥ huvema
6,19,4,2,8,yathā cit pūrve jaritāraḥ āsuḥ anedyāḥ anavadyāḥ ariṣṭāḥ
6,19,5,1,11,dhṛta vrataḥ dhana dāḥ soma vṛddhaḥ sa hi vāmasya vasunaḥ purukṣuḥ
6,19,5,2,9,sam jagmire pathyāḥ rāyaḥ asmin samudre na sindhavaḥ yādamānāḥ
6,19,6,1,10,śaviṣṭham naḥ ā bhara śūra śavaḥ ojiṣṭham ojaḥ abhibhūte ugram
6,19,6,2,8,viśvā dyumnā vṛṣṇyā mānuṣāṇām asmabhyam dāḥ harivas mādayadhyai
6,19,7,1,11,yaḥ te madaḥ pṛtanāṣāh amṛdhraḥ indra tam naḥ ā bhara śūśuvāṃsam
6,19,7,2,7,yena tokasya tanayasya sātau maṃsīmahi jigīvāṃsaḥ tvotāḥ
6,19,8,1,11,ā naḥ bhara vṛṣaṇam śuṣmam indra dhana spṛtam śūśuvāṃsam su dakṣam
6,19,8,2,9,yena vaṃsāma pṛtanāsu śatrūn tava ūtibhiḥ uta jāmīn ajāmīn
6,19,9,1,11,ā te śuṣmaḥ vṛṣabhaḥ etu paścāt ā uttarāt adharāt ā purastāt
6,19,9,2,11,ā viśvatas abhi sam etu arvāṅ indra dyumnam svarvat dhehi asme
6,19,10,1,9,nṛ vat te indra nṛtamābhiḥ ūtī vaṃsīmahi vāmam śromatebhiḥ
6,19,10,2,10,īkṣe hi vasvaḥ ubhayasya rājan dhāḥ ratnam mahi sthūram bṛhantam
6,19,11,1,8,marutvantam vṛṣabham vāvṛdhānam akava arim divyam śāsam indram
6,19,11,2,9,viśvāsāham avase nūtanāya ugram sahaḥ dām iha tam huvema
6,19,12,1,10,janam vajrin mahi cit manyamānam ebhyaḥ nṛbhyaḥ randhaya yeṣu asmi
6,19,12,2,9,adhā hi tvā pṛthivyām śūrasātau havāmahe tanaye goṣu apsu
6,19,13,1,10,vayam te ebhiḥ puruhūta sakhyaiḥ śatroḥ śatroḥ uttare id syāma
6,19,13,2,8,ghnantaḥ vṛtrāṇi ubhayāni śūra rāyā madema bṛhatā tvotāḥ
6,20,1,1,12,dyauḥ na yaḥ indra abhi bhūmā āryaḥ tasthau rayiḥ śavasā pṛtsu janān
6,20,1,2,11,tam naḥ sahasra bharam urvarā sām daddhi sūno sahasaḥ vṛtra turam
6,20,2,1,10,divaḥ na tubhyam anu indra satrā asuryam devebhiḥ dhāyi viśvam
6,20,2,2,9,ahim yat vṛtram apaḥ vavrivāṃsam han ṛjīṣin viṣṇunā sacānaḥ
6,20,3,1,9,tūrvan ojīyān tavasaḥ tavīyān kṛta brahmā indraḥ vṛddha mahāḥ
6,20,3,2,9,rājā abhavat madhunaḥ somyasya viśvāsām yat purām dartnum āvat
6,20,4,1,9,śataiḥ apadran paṇayaḥ indra atra daśoṇaye kavaye arka sātau
6,20,4,2,9,vadhaiḥ śuṣṇasya aśuṣasya māyāḥ pitvaḥ nā arirecīt kiṃcana pra
6,20,5,1,11,mahaḥ druhaḥ apa viśva āyu dhāyi vajrasya yat patane pādi śuṣṇaḥ
6,20,5,2,10,uru sa sa ratham sārathaye kaḥ indraḥ kutsāya sūryasya sātau
6,20,6,1,10,pra śyenaḥ na madiram aṃśum asmai śiraḥ dāsasya namuceḥ mathāyan
6,20,6,2,10,prāvat namīm sāpyam sasantam pṛṇak rāyā sam iṣā sam svasti
6,20,7,1,10,vi piproḥ ahi māyasya dṛﾱhāḥ puraḥ vajrin śavasā na dardar
6,20,7,2,10,su dāman tat rekṇaḥ a pramṛṣyam ṛjiśvane dātram dāśuṣe dāḥ
6,20,8,1,9,sa vetasum daśa māyam daśoṇim tūtujim indraḥ svabhiṣṭi sumnaḥ
6,20,8,2,11,ā tugram śaśvat ibham dyotanāya mātuḥ na sīm upa sṛjai iyadhyai
6,20,9,1,10,saḥ īm spṛdhaḥ vanate apratītaḥ bibhrat vajram vṛtra haṇam gabhastau
6,20,9,2,11,tiṣṭhat harī adhi astā iva garte vacaḥ yujā vahataḥ indram ṛṣvam
6,20,10,1,10,sanema te avasā navyaḥ indra pra pūravaḥ stavante enā yajñaiḥ
6,20,10,2,10,sapta yat puraḥ śarma śāradīḥ dart han dāsīḥ purukutsāya śikṣan
6,20,11,1,8,tvam vṛdhaḥ indra pūrvyaḥ bhūḥ varivasyan uśane kāvyāya
6,20,11,2,9,parā navavāstvam anudeyam mahe pitre dada atha svam napātam
6,20,12,1,9,tvam dhuniḥ indra dhunimatīḥ ṛṇoḥ apaḥ sīrāḥ na sravantīḥ
6,20,12,2,10,pra yat samudram ati śūra parṣi pāraya turvaśam yadum svasti
6,20,13,1,12,tava ha tyad indra viśvam ājau sastaḥ dhunī cumurī yā ha siṣvap
6,20,13,2,10,dīdayat id tubhyam somebhiḥ sunvan dabhītiḥ idhma bhṛtiḥ pakthī arkaiḥ
6,21,1,1,9,imāḥ u tvā purutamasya kāroḥ havyam vīra havyāḥ havante
6,21,1,2,8,dhiyaḥ ratheṣṭhām ajaram navīyaḥ rayiḥ vibhūtiḥ īyate vacasyā
6,21,2,1,11,tam u stuṣe indram yaḥ vidānaḥ gir vāhasam gīrbhiḥ yajña vṛddham
6,21,2,2,10,yasya divam ati mahnā pṛthivyāḥ puru māyasya ririce mahi tvam
6,21,3,1,8,saḥ id tamaḥ avayunam tatanvat sūryeṇa vayunavat cakāra
6,21,3,2,9,kadā te martāḥ amṛtasya dhāma iyakṣantaḥ na minanti svadhāvas
6,21,4,1,13,yaḥ tā cakāra sa kuha svid indraḥ kam ā janam carati kāsu vikṣu
6,21,4,2,12,kaḥ te yajñaḥ manase śam varāya kaḥ arkaḥ indra katamaḥ sa hotā
6,21,5,1,10,idā hi te veviṣataḥ purājāḥ pratnāsaḥ āsuḥ puru kṛt sakhāyaḥ
6,21,5,2,8,ye madhyamāsaḥ uta nūtanāsaḥ uta avamasya puruhūta bodhi
6,21,6,1,10,tam pṛcchantaḥ avarāsaḥ parāṇi pratnā te indra śrutya anu yemuḥ
6,21,6,2,10,arcāmasi vīra brahma vāhaḥ yāt eva vidma tāt tvā mahāntam
6,21,7,1,12,abhi tvā pājaḥ rakṣasaḥ vi tasthe mahi jajñānam abhi tat su tiṣṭha
6,21,7,2,9,tava pratnena yujyena sakhyā vajreṇa dhṛṣṇo apa tā nudasva
6,21,8,1,9,sa tu śrudhī indra nūtanasya brahmaṇyataḥ vīra kāru dhāyaḥ
6,21,8,2,10,tvam hi āpiḥ pradivi pitṝṇām śaśvat babhūtha su havaḥ eṣṭau
6,21,9,1,10,pra ūtaye varuṇam mitram indram marutaḥ kṛṣva avase naḥ adya
6,21,9,2,9,pra pūṣaṇam viṣṇum agnim purandhim savitāram oṣadhīḥ parvatān ca
6,21,10,1,10,ime u tvā puru śāka prayajyo jaritāraḥ abhī arcanti arkaiḥ
6,21,10,2,11,śrudhī havam ā huvataḥ huvānaḥ na tvāvāṁ anyaḥ amṛta tvat asti
6,21,11,1,11,nu me ā vācam upa yāhi vidvān viśvebhiḥ sūno sahasaḥ yajatraiḥ
6,21,11,2,10,ye agni jihvāḥ ṛtasāpaḥ āsuḥ ye manum cakruḥ uparam dasāya
6,21,12,1,9,sa naḥ bodhi puraetā sugeṣu uta durgeṣu pathikṛt vidānaḥ
6,21,12,2,11,ye a śramāsaḥ uravaḥ vahiṣṭhāḥ tebhiḥ na indra abhi vakṣi vājam
6,22,1,1,11,yaḥ ekaḥ id havyaḥ carṣaṇīnām indram tam gīrbhiḥ abhī arce ābhiḥ
6,22,1,2,9,yaḥ patyate vṛṣabhaḥ vṛṣṇyāvān satyaḥ satvā puru māyaḥ sahasvān
6,22,2,1,10,tam u naḥ pūrve pitaraḥ navagvāḥ sapta viprāsaḥ abhi vājayantaḥ
6,22,2,2,8,nakṣat dābham taturim parvateṣṭhām adrogha vācam matibhiḥ śaviṣṭham
6,22,3,1,9,tam īmahe indram asya rāyaḥ puru vīrasya nṛvataḥ purukṣoḥ
6,22,3,2,9,yaḥ askṛdhoyuḥ ajaraḥ svarvān tam ā bhara harivas mādayadhyai
6,22,4,1,12,tat naḥ vi vocaḥ yadi te purā cit jaritāraḥ ānaśuḥ sumnam indra
6,22,4,2,11,kaḥ te bhāgaḥ kim vayaḥ dudhra khidvaḥ puruhūta purūvaso asura ghnaḥ
6,22,5,1,10,tam pṛcchantī vajrahastam ratheṣṭhām indram vepī vakvarī yasya nu gīḥ
6,22,5,2,10,tuvi grābham tuvikūrmim rabhaḥ dām gātum iṣe nakṣate tumram accha
6,22,6,1,9,ayā ha tyam māyayā vāvṛdhānam manaḥ juvā svatavaḥ parvatena
6,22,6,2,10,acyutā cit vīḍitā su ojaḥ rujaḥ vi dṛﾱhā dhṛṣatā virapśin
6,22,7,1,9,tam vaḥ dhiyā navyasyā śaviṣṭham pratnam pratna vat paritaṃsayadhyai
6,22,7,2,9,sa naḥ vakṣat animānaḥ suvahmā indraḥ viśvāni ati durgahāṇi
6,22,8,1,7,ā janāya druhvaṇe pārthivāni divyāni dīpayaḥ antarikṣā
6,22,8,2,11,tapa vṛṣan viśvatas śociṣā tān brahma dviṣe śocaya kṣām apaḥ ca
6,22,9,1,8,bhuvaḥ janasya divyasya rājā pārthivasya jagataḥ tveṣa saṃdṛś
6,22,9,2,10,dhiṣva vajram dakṣiṇe indra haste viśvāḥ ajurya dayase vi māyāḥ
6,22,10,1,9,ā saṃyatam indra naḥ svastim śatru tūryāya bṛhatīm amṛdhrām
6,22,10,2,8,yayā dāsāni āryāṇi vṛtrā karaḥ vajrin sutukā nāhuṣāṇi
6,22,11,1,10,sa naḥ niyudbhiḥ puruhūta vedhaḥ viśva vārābhiḥ ā gahi prayajyo
6,22,11,2,11,na yāḥ adevaḥ varate na devaḥ ābhiḥ yāhi tūyam ā madryadrik
6,23,1,1,10,sute id tvam nimiślaḥ indra some stome brahmaṇi śasyamāne ukthe
6,23,1,2,10,yat vā yuktābhyām maghavan haribhyām bibhrat vajram bāhvoḥ indra yāsi
6,23,2,1,10,yat vā divi pārye suṣvim indra vṛtra hatye avasi śūrasātau
6,23,2,2,10,yat vā dakṣasya bibhyuṣaḥ a bibhyat arandhayaḥ śardhataḥ indra dasyūn
6,23,3,1,9,pātā sutam indraḥ astu somam praṇenīḥ ugraḥ jaritāram ūtī
6,23,3,2,10,kartā vīrāya suṣvaye u lokam dātā vasu stuvate kīraye cit
6,23,4,1,10,gantā iyānti savanā haribhyām babhriḥ vajram papiḥ somam dadiḥ gāḥ
6,23,4,2,10,kartā vīram naryam sarva vīram śrotā havam gṛṇataḥ stoma vāhāḥ
6,23,5,1,12,asmai vayam yat vāvāna tat viviṣmaḥ indrāya yaḥ naḥ pradivaḥ apaḥ kaḥ
6,23,5,2,10,sute some stumasi śaṃsat ukthā indrāya brahma vardhanam yathā asat
6,23,6,1,9,brahmāṇi hi cakṛṣe vardhanāni tāvat te indra matibhiḥ viviṣmaḥ
6,23,6,2,9,sute some suta pāḥ śantamāni rāṇḍyā kriyāsma vakṣaṇāni yajñaiḥ
6,23,7,1,10,sa naḥ bodhi puroﾱāśam rarāṇaḥ pibā tu somam goṛjīkam indra
6,23,7,2,10,ā idam barhiḥ yajamānasya sīda urum kṛdhi tvāyataḥ u lokam
6,23,8,1,11,sa mandasva hi anu joṣam ugra pra tvā yajñāsaḥ ime aśnuvantu
6,23,8,2,12,pra ime havāsaḥ puruhūtam asme ā tvā iyam dhīḥ avase indra yamyāḥ
6,23,9,1,11,tam vaḥ sakhāyaḥ sam yathā suteṣu somebhiḥ īm pṛṇata bhojam indram
6,23,9,2,10,kuvid tasmai asati naḥ bharāya na suṣvim indraḥ avase mṛdhāti
6,23,10,1,10,eva id indraḥ sute astāvi some bharadvājeṣu kṣayat id maghonaḥ
6,23,10,2,10,asat yathā jaritre uta sūriḥ indraḥ rāyaḥ viśva vārasya dātā
6,24,1,1,10,vṛṣā madaḥ indre ślokaḥ ukthā sacā someṣu suta pāḥ ṛjīṣī
6,24,1,2,8,arcatryaḥ maghavā nṛbhyaḥ ukthaiḥ dyukṣaḥ rājā girām akṣitotiḥ
6,24,2,1,8,taturiḥ vīraḥ naryaḥ vicetāḥ śrotā havam gṛṇataḥ urvyūtiḥ
6,24,2,2,10,vasuḥ śaṃsaḥ narām kāru dhāyāḥ vājī stutaḥ vidathe dāti vājam
6,24,3,1,10,akṣaḥ na cakryoḥ śūra bṛhan pra te mahnā ririce rodasyoḥ
6,24,3,2,10,vṛkṣasya nu te puruhūta vayāḥ vi ūtayaḥ ruruhuḥ indra pūrvīḥ
6,24,4,1,9,śacīvataḥ te puru śāka śākāḥ gavām iva srutayaḥ saṃcaraṇīḥ
6,24,4,2,10,vatsānām na tantayaḥ te indra dāmanvantaḥ a dāmānaḥ su dāman
6,24,5,1,12,anyat adya karvaram anyat u śvas asat ca sat muhur ācakriḥ indraḥ
6,24,5,2,10,mitraḥ naḥ atra varuṇaḥ ca pūṣā aryaḥ vaśasya paryetā asti
6,24,6,1,10,vi tvat āpaḥ na parvatasya pṛṣṭhāt ukthebhiḥ indra anayanta yajñaiḥ
6,24,6,2,10,tam tu ābhiḥ suṣṭutibhiḥ vājayantaḥ ājim na jagmuḥ girvāhaḥ aśvāḥ
6,24,7,1,10,na yam jaranti śaradaḥ na māsāḥ na dyāvaḥ indram avakarśayanti
6,24,7,2,9,vṛddhasya cit vardhatām asya tanū stomebhiḥ ukthaiḥ ca śasyamānā
6,24,8,1,10,na vīﾱave namate na sthirāya na śardhate dasyu jūtāya stavān
6,24,8,2,10,ajrāḥ indrasya girayaḥ cit ṛṣvāḥ gambhīre cit bhavati gādham asmai
6,24,9,1,10,gambhīreṇa naḥ uruṇā amatrin pra iṣaḥ yandhi suta pāvan vājān
6,24,9,2,10,sthāḥ u su ūrdhvaḥ ūtī a riṣaṇyan aktoḥ vyuṣṭau paritakmyāyām
6,24,10,1,10,sacasva nāyam avase abhīke itas vā tam indra pāhi riṣaḥ
6,24,10,2,11,amā ca enam araṇye pāhi riṣaḥ madema śata himāḥ su vīrāḥ
6,25,1,1,11,yā te ūtiḥ avamā yā paramā yā madhyamā indra śuṣmin asti
6,25,1,2,13,tābhiḥ u su vṛtra hatye avīḥ naḥ ebhiḥ ca vājaiḥ mahān naḥ ugra
6,25,2,1,9,ābhiḥ spṛdhaḥ mithatīḥ a riṣaṇyan amitrasya vyathaya manyum indra
6,25,2,2,9,ābhiḥ viśvāḥ abhiyujaḥ viṣūcīḥ āryāya viśaḥ ava tārīḥ dāsīḥ
6,25,3,1,8,indra jāmayaḥ uta ye ajāmayaḥ arvācīnāsaḥ vanuṣaḥ yuyujre
6,25,3,2,8,tvam eṣām vithurā śavāṃsi jahi vṛṣṇyāni kṛṇuhi parācaḥ
6,25,4,1,9,śūraḥ vā śūram vanate śarīraiḥ tanūrucā taruṣi yat kṛṇvaite
6,25,4,2,10,toke vā goṣu tanaye yat apsu vi krandasī urvarāsu bravaite
6,25,5,1,12,nahi tvā śūraḥ na turaḥ na dhṛṣṇuḥ na tvā yodhaḥ manyamānaḥ yuyodha
6,25,5,2,11,indra nakir tvā prati asti eṣām viśvā jātāni abhī asi tāni
6,25,6,1,9,sa patyate ubhayoḥ nṛmṇam ayoḥ yadī vedhasaḥ samithe havante
6,25,6,2,9,vṛtre vā mahaḥ nṛvati kṣaye vā vyacasvantā yadi vitantasaite
6,25,7,1,11,adha smā te carṣaṇayaḥ yat ejān indra trātā uta bhava varūtā
6,25,7,2,9,asmākāsaḥ ye nṛtamāsaḥ aryaḥ indra sūrayaḥ dadhire puras naḥ
6,25,8,1,11,anu te dāyi mahe indriyāya satrā te viśvam anu vṛtra hatye
6,25,8,2,10,anu kṣatram anu sahaḥ yajatra indra devebhiḥ anu te nṛṣahye
6,25,9,1,10,evā naḥ spṛdhaḥ sam aja samatsu indra rārandhi mithatīḥ adevīḥ
6,25,9,2,9,vidyāma vastoḥ avasā gṛṇantaḥ bharadvājāḥ uta te indra nūnam
6,27,1,1,12,kim asya made kim u asya pītau indraḥ kim asya sakhye cakāra
6,27,1,2,12,raṇāḥ vā ye niṣadi kim te asya purā vividre kim u nūtanāsaḥ
6,27,2,1,12,sat asya made sat u asya pītau indraḥ sat asya sakhye cakāra
6,27,2,2,12,raṇāḥ vā ye niṣadi sat te asya purā vividre sat u nūtanāsaḥ
6,27,3,1,10,nahi nu te mahimanaḥ samasya na maghavan maghavat tvasya vidma
6,27,3,2,9,na rādhasaḥ rādhasaḥ nūtanasya indra nakir dadṛśe indriyam te
6,27,4,1,9,etat tyad te indriyam aceti yena avadhīḥ varaśikhasya śeṣaḥ
6,27,4,2,10,vajrasya yat te nihatasya śuṣmāt svanāt cit indra paramaḥ dadāra
6,27,5,1,7,vadhīt indraḥ varaśikhasya śeṣaḥ abhyāvartine cāyamānāya śikṣan
6,27,5,2,9,vṛcīvataḥ yat hariyūpīyāyām han pūrve ardhe bhiyasā aparaḥ dart
6,27,6,1,8,triṃśat śatam varmiṇaḥ indra sākam yavyāvatyām puruhūta śravasyā
6,27,6,2,7,vṛcīvantaḥ śarave patyamānāḥ pātrā bhindānāḥ nyarthāni āyan
6,27,7,1,9,yasya gāvau aruṣā sūyavasyū antar u su carataḥ rerihāṇā
6,27,7,2,7,sa sṛñjayāya turvaśam parādāt vṛcīvataḥ daivavātāya śikṣan
6,27,8,1,9,dvayāṁ agne rathinaḥ viṃśatim gāḥ vadhūmataḥ maghavā mahyam samrāj
6,27,8,2,7,abhyāvartī cāyamānaḥ dadāti dūṇāśā iyam dakṣiṇā pārthavānām
6,28,1,1,10,ā gāvaḥ agman uta bhadram akran sīdantu goṣṭhe raṇayantu asme
6,28,1,2,9,prajāvatīḥ puru rūpāḥ iha syuḥ indrāya pūrvīḥ uṣasaḥ duhānāḥ
6,28,2,1,11,indraḥ yajvane pṛṇate ca śikṣati upa id dadāti na svam muṣāyati
6,28,2,2,11,bhūyas bhūyas rayim id asya vardhayan abhinne khilye ni dadhāti devayum
6,28,3,1,12,na tāḥ naśanti na dabhāti taskaraḥ na āsām āmitraḥ vyathiḥ ā dadharṣati
6,28,3,2,13,devān ca yābhiḥ yajate dadāti ca jyok id tābhiḥ sacate go patiḥ saha
6,28,4,1,12,na tāḥ arvā reṇu kakāṭaḥ aśnute na saṃskṛtatram upa yanti tāḥ abhi
6,28,4,2,10,urugāyam abhayam tasya tāḥ anu gāvaḥ martasya vi caranti yajvanaḥ
6,28,5,1,10,gāvaḥ bhagaḥ gāvaḥ indraḥ me acchān gāvaḥ somasya prathamasya bhakṣaḥ
